1.0 1:0.3565647747936391 2:0.1669259561720638 3:0.06958908353529915 4:0.027885220875782362 5:0.01058404590688896 6:0.09674403563882075 7:0.11942032713899797 8:0.0069283336498437795 9:0.046106430308388756 10:-0.01322270558684157 11:0.006046143260180034 12:0.027272981015279384 13:-0.05263259803816038 14:0.016382517661230285 15:-0.008483171988187195 16:-0.04920626743519728 17:-0.015567804304489119 18:0.07097230590008488 19:0.02672901395522432 20:-0.008323555914663997 21:-0.027417402053787468 22:0.029897206688149144 23:0.008441824813416255 24:-0.015106342456356434 25:-0.017680055425632044 26:-0.01633738096558137 27:0.003737588044757493 28:0.008137476730175796 29:0.01845166913767643 30:-0.0003760785053032404 31:0.010413721078799265 32:-0.018659659880041805 33:-0.0028178393560469896 34:-0.0016697432429905032 35:0.01052466444249715 36:-0.021596802697667623 37:0.014881698987789089 38:-0.007816330614618094 39:0.006772931155791945 40:0.006578256270575139 41:-0.017285616584660435 42:-0.018236179103882935 43:0.02468677045433223 44:0.014903672178351653 45:-0.008471802997037021 
1.0 1:0.03473720743596165 2:-0.10770226801828442 3:0.005001733373716118 4:-0.1395999488869371 5:0.06582322573882286 6:-0.009547447911247254 7:-0.06475845598965879 8:-0.023819672672882687 9:-0.01279634560623057 10:-0.014355850106200135 11:0.02135147863670744 12:0.021008666455805805 13:0.024799864746902905 14:-0.014813954637038652 15:0.002994769453927605 16:-0.023702468438451908 17:-0.020690353815157648 18:0.011205869416995026 19:0.029813192635217183 20:-0.0015513970211867623 21:-0.024016385299468118 22:0.016946301570693253 23:-0.004248106619475833 24:0.006823355642345246 25:-0.02656662531484941 26:-0.012696518850504268 27:-0.023102051604773428 28:0.00513978462685934 29:-0.0013860858554082256 30:-0.02958783634465853 31:-0.01822693297659019 32:-0.004840825556587022 33:0.012629425288442738 34:-0.0032261487726358397 35:-0.003505183736099966 36:-0.016731980083949705 37:-0.004205687951441231 38:0.0037063728299183306 39:0.0009305447179564488 40:-0.010913650630469392 41:-0.007040653275163022 42:0.006505138756876212 43:-0.0004896437507848706 44:0.008856472338590741 45:0.010434051033383088 
1.0 1:-0.26924538483801136 2:0.026821968022617236 3:-0.05822798176290982 4:0.014512731518855161 5:-0.03933099413305017 6:0.022208000527483035 7:0.02717229950921838 8:-0.022971084889639254 9:0.05516502551068306 10:0.10393820521963787 11:0.01064540184668273 12:0.04095528265473784 13:0.006487770723085311 14:-0.035333426713447386 15:-0.002278180306436421 16:0.01887592824238955 17:-0.017071199762067515 18:0.00455958934325676 19:-0.02021731335052349 20:-0.010119149320317152 21:-0.02212369600396904 22:0.009182273231827971 23:-0.008064615061859452 24:0.011066643492369426 25:-0.003048433589435881 26:-0.00313742468514059 27:-0.018998587893857354 28:0.0065560337283282165 29:-0.022370124669039676 30:-0.018552984507730942 31:0.0008026743863291065 32:0.006724440574921909 33:0.019424675222391708 34:0.0031470270711591716 35:-0.001233868467871044 36:0.005994003974850306 37:-0.0016302902583185837 38:0.0042319138882752055 39:-0.011009346139096115 40:0.005592228497462255 41:0.00938543522104967 42:-0.003975370881713916 43:0.00024025476123685314 44:0.007270828811978168 45:0.004728234547037863 
1.0 1:-0.29740567075715585 2:0.13923654354628814 3:0.04808177944384022 4:0.04505949108213982 5:0.18232277107476058 6:-0.053619554161591504 7:0.007940394497008715 8:-0.06961892127230501 9:0.0018874598207972559 10:-0.03146640381308771 11:-0.001799359804920176 12:0.028179175620977992 13:0.009812367243700403 14:-0.03490869152213562 15:0.01891842213778313 16:-0.0002942864700542745 17:0.029673448848272693 18:-0.003639943152426467 19:-0.003210895658753269 20:0.0054621374665147805 21:0.036944567800609465 22:-0.04063168874492355 23:0.01952513468142604 24:-0.008917560294679092 25:-0.015275090521189739 26:0.05323717585663239 27:-0.005861005419983157 28:-0.016592938764879737 29:0.029340600154177433 30:-0.0046405206494822245 31:-0.015236803529115574 32:-0.003014744024804566 33:0.057614891026608814 34:-0.01917904414929633 35:-0.02784278622062184 36:-0.010445164631660783 37:-0.00628796928977512 38:-0.009832733737096519 39:0.01314165522514384 40:0.007328939365505643 41:0.001992873326301582 42:-0.006093163269253925 43:0.010818953199562182 44:0.013173158074737474 45:-0.01674090402583829 
1.0 1:-0.025487774627936853 2:-0.10719202671241493 3:0.043145330963065845 4:-0.08894032857458509 5:-0.0007658745760629271 6:-0.019890322453541966 7:-0.12154579286709626 8:-0.019805165142631427 9:0.012353239245834667 10:-0.010616930931223309 11:0.025982397660559195 12:-0.009004283367485802 13:0.01413770607971616 14:-0.014046711373343856 15:0.010577771544357392 16:-0.0276749896724824 17:-0.006155210112356488 18:0.02000655346850968 19:0.036716740945733184 20:0.0014139768262331756 21:-0.016377815991577702 22:0.013509396286232735 23:-0.0029771425325948522 24:0.016764330581613397 25:-0.0034883907182013726 26:-0.013578686836453756 27:-0.015769026309905197 28:-0.0025081589103639924 29:-0.025253538187078987 30:-0.01848388629587234 31:0.012406087419624021 32:0.0017388561247161619 33:0.008920375958538462 34:0.008504497499623306 35:0.0035879222559958126 36:-0.001375128539310896 37:0.008256490965794913 38:0.0007947220344581491 39:0.0002939839319535337 40:0.01176837971266144 41:-0.004854131757968881 42:-0.011383609262293365 43:0.012787601208772348 44:-0.012495925210113772 45:-0.00919128768260725 
1.0 1:0.1845368866230156 2:-0.15398715638820198 3:-0.1669258109605984 4:-0.05156577353218626 5:0.10199402460027546 6:-0.03028388644115504 7:0.003567609827552872 8:0.04460235736010945 9:-0.08483640706448126 10:0.01970660429689814 11:0.013883290570527677 12:-0.025155331838151267 13:-0.025469007541678093 14:0.007526642787491259 15:0.012514315416258399 16:0.02365058606951464 17:0.029005766396364818 18:0.03438339457946917 19:-0.007159882824054216 20:0.00735045200364455 21:-0.006345209949631229 22:0.019057141099606406 23:-0.01405627829167794 24:0.00574794764279158 25:0.0008107025976255827 26:0.010795973550383073 27:0.013157233922138613 28:0.0005463419008217493 29:0.0014959060521936088 30:-0.016433450939094624 31:0.024736034702053572 32:0.011260426512946264 33:0.017283773768755603 34:0.002995160916274571 35:0.005956128656412324 36:0.013522245355943067 37:-0.00424195019802053 38:-0.005938196627915657 39:-0.008007913073361808 40:0.0015476773110153531 41:-0.007627389213650405 42:0.005803719099463899 43:-0.0015255811494874517 44:0.00022290698031239879 45:0.0012086152234997876 
1.0 1:0.28841349377030523 2:0.19676023970911305 3:0.09100130086735701 4:0.036002584010875 5:-0.07478800105931607 6:-0.014449514483986327 7:0.0369356524527949 8:-0.09775769747585751 9:-0.0762438278700283 10:0.07445108315643534 11:-0.1346168294990711 12:-0.07900736155258992 13:0.0789294335063556 14:-0.029366244805368244 15:-0.05308826650095333 16:-0.013279887624761653 17:0.027480688750556034 18:-0.002556515397458616 19:-0.00512767760687472 20:0.04971074468048276 21:-0.01971744215804382 22:-0.009989341851747578 23:0.04161981545089054 24:0.05657977904540985 25:-0.013246276379366033 26:0.00738608742057105 27:0.03339024788771931 28:0.024677181469545863 29:0.0030174586485187116 30:-0.014271179267401974 31:0.02035479559087155 32:-0.06096522307552519 33:-0.0007676131774726723 34:0.03397526708185527 35:-0.029899383010037278 36:0.016239565744371354 37:-0.015903782517496114 38:-0.013213771044387946 39:0.010774810649518518 40:0.015513654642719026 41:0.0039225913101959805 42:0.018441979879552952 43:0.002786562713512925 44:-0.00571127674818038 45:0.004461110841008309 
1.0 1:0.29431570766600573 2:0.12007099439996118 3:0.12502794926395 4:-0.1499113805549805 5:0.0278170674538879 6:-0.14609707515612788 7:0.17545350661118903 8:0.1376416473671429 9:0.09494629648272815 10:0.0209049643813634 11:-0.06735563190788217 12:0.018781366312162026 13:0.0059014742858504825 14:0.02432114353662653 15:0.03468097855171524 16:-0.018773154495263036 17:-0.028648495998993117 18:0.0451350105736518 19:0.0321954201790755 20:0.0321754443625262 21:0.004185105941623635 22:-0.009370088496027888 23:-0.013531738308102961 24:-0.009418882460642044 25:-0.0036023611453361044 26:-0.02183710080169578 27:-0.0026332828895278305 28:0.0033770563063214567 29:-0.0038976562362776253 30:0.007775390026311267 31:0.005134347718698286 32:-0.007917836574467842 33:-0.0074690020119254664 34:-0.0045111165184215166 35:0.005850930588892115 36:-0.005021004725767449 37:0.006025464542779371 38:-0.0008106021556764393 39:0.0068221611085622505 40:0.002941525295293429 41:-0.021929392070388486 42:-0.005162593264793246 43:0.025568399927309728 44:0.004589960375967131 45:-0.022722199241366123 
1.0 1:0.2466068262058494 2:0.1301810726140561 3:0.07003216154169557 4:-0.13926268814870996 5:-0.004552541836447557 6:-0.18163503351392002 7:0.03104945325695459 8:0.1101331628022249 9:0.06269104878352615 10:0.0027656073016550115 11:-0.03128889302970896 12:0.02775123349984638 13:0.035812819806202836 14:0.012070803213782455 15:0.026296035649140827 16:0.003620370921979447 17:0.008957935802316769 18:0.001179716943891215 19:-0.005738741074085469 20:0.017447926801389957 21:-0.01765222606816224 22:0.009158128362477085 23:0.00681874476994148 24:-0.03684610301843853 25:0.008790203306700727 26:-0.010885533012551034 27:-0.011671995576592244 28:-0.026172109036219582 29:0.0030429117779752993 30:-0.003714831432304581 31:0.010807595415793549 32:-0.013004349259204765 33:0.005047088282700539 34:0.006372169089777849 35:-0.01113695860878888 36:0.0073222056462650675 37:-0.015662415891130013 38:0.024820957134621173 39:-0.01999663053980849 40:0.004571258668918455 41:-0.004272477576874913 42:0.011750963739325895 43:-0.002021052013145742 44:-0.006475365752183226 45:-0.004973509889469017 
-1.0 1:0.01859828231745237 2:-0.25002242446675166 3:-0.027957909087036492 4:0.03715639971709262 5:-0.07149846122060102 6:-0.04511835479056707 7:-0.016001858637072708 8:-0.07597323291965556 9:0.04695875988164479 10:-0.08326878791462236 11:-0.016969360795295665 12:-0.03358626014715104 13:0.019006785951285722 14:-0.012662375148532436 15:0.014104851581967151 16:0.02944628753812207 17:0.0037179857825002036 18:0.0020228202166721575 19:-0.02009117957053666 20:-0.01287452207153256 21:0.007853930955455437 22:0.007669469091594425 23:0.010828383462638879 24:-0.00286282651821459 25:-0.0015790362141654898 26:0.0010371689590834062 27:-0.00845888341461469 28:0.0024290401610995273 29:-0.003013391576866826 30:0.0105384237855594 31:0.0052808096518861284 32:-0.0007157270227368699 33:-0.007863454725035347 34:0.0007663694241615475 35:0.008949577036931852 36:0.0011224085648286579 37:-0.01620581909792769 38:-0.011295797512983964 39:-0.008278703783847048 40:-0.002924565242873465 41:0.0042918434516237055 42:-0.009245301375281042 43:0.003050780464469686 44:-0.006554134774847774 45:-0.0078012335317347616 
-1.0 1:0.0026061176995626715 2:-0.23577546474949515 3:0.1178103923318857 4:0.08588754739450774 5:-0.08548144720886747 6:0.03900525952714068 7:0.04833687278188003 8:-0.011582153272986919 9:0.07512041596099406 10:0.009438389058890759 11:0.005971762608057226 12:-0.09607501216702442 13:-0.018747563495420238 14:-0.03536493555011609 15:0.06451638267835909 16:-0.05077273967681188 17:0.02171919065224419 18:0.02594077969531776 19:-0.02469955349693914 20:-0.023093189996988436 21:0.04689408008480038 22:0.004296837557683425 23:0.052302602707354075 24:-0.012356719471888591 25:-0.004991937961887087 26:-0.016050626654464106 27:-0.03706622656758791 28:0.0311168641768136 29:0.002859452851735986 30:-0.01604679137217186 31:0.007671459640623213 32:-0.01579402123133851 33:0.00023305006932123045 34:-0.027075601943928614 35:0.01964675872941974 36:0.01405595619417093 37:0.011604812306867364 38:0.011285863719533466 39:0.006192811644954254 40:-0.002440462287234617 41:-0.004277559374437263 42:0.006734409104255721 43:-0.006636041918107455 44:-0.0004138637644098206 45:0.008598525828346394 
1.0 1:0.14140549278330222 2:0.00034683162215587253 3:-0.08933901133965161 4:0.10193366559398667 5:-0.017419417023266548 6:0.05665666429363209 7:0.01161970187673022 8:0.011240368564693213 9:0.0031653783865273734 10:0.002501856219113991 11:0.05803776829521232 12:0.023311290097268164 13:0.0480120612341403 14:-0.00445123594257316 15:0.007197607698025411 16:0.010314306306751484 17:0.004536968116689216 18:-0.02158955331122143 19:-0.024806731689188146 20:-0.0039649117634636515 21:0.03932068921415843 22:-0.042455880666808 23:-0.04384421740521343 24:-0.026545630126153852 25:0.0188586535699269 26:-0.016565471700149804 27:-0.011666279241749275 28:-0.017656369169746278 29:-0.02506350626720009 30:-0.0009599961267335796 31:0.021948119637366786 32:-0.01424054216415076 33:0.004718194857531905 34:-0.000524250093809599 35:-0.007131627954142423 36:-0.006426955191962083 37:-0.0010778557003272935 38:0.005470600248221318 39:-0.002540303040351995 40:0.003923705242884688 41:0.0039536043410476306 42:0.005445687990484808 43:0.00035177592210836744 44:0.0016151942569939367 45:0.005727977938519689 
1.0 1:0.32616649646010154 2:0.22816246907511434 3:0.08280981446997984 4:-0.05393865463994628 5:-0.061020554336475574 6:0.033064845820666634 7:-0.007233970148948862 8:-0.11192485558310343 9:-0.07962493027316637 10:0.030343691504375186 11:0.009154722821586091 12:-0.008692925083358973 13:-0.0018551549506760703 14:-0.0026636654342448267 15:0.02162525662900298 16:0.020068263240797544 17:-0.01501179414669778 18:0.003990524184823957 19:-0.023902582003132947 20:0.045574091683517066 21:-0.025097073912312796 22:-0.010859747296466785 23:0.017187702181441174 24:-0.01507791921846522 25:0.006186126571332471 26:0.006020002579008803 27:-0.005407917621577678 28:-0.0006424346013332331 29:1.0018651390414357e-05 30:0.012809870988012678 31:-0.009049708946583277 32:0.012127585597492562 33:-0.0036768660895143152 34:-0.005716360033665904 35:0.0030097757021577635 36:0.0069546030862113715 37:0.009491351187336992 38:0.009168130220027 39:-0.0020828073908104802 40:-0.014311775305805782 41:-0.016210216955373655 42:-0.01686367188299384 43:-0.0020154919337584763 44:0.003533127790982232 45:0.001349611338565866 
1.0 1:0.30574794588908727 2:0.17943129934440175 3:0.05444159127227187 4:-0.15266872830721165 5:-0.001192691584909488 6:0.003087541712882381 7:-0.012972485197874944 8:-0.024559434474330503 9:-0.04005927347379669 10:0.024027550012678922 11:-0.011496427335842753 12:-0.023089807999297756 13:-0.0003837391622368812 14:-0.03926912675046263 15:-0.046638214470729814 16:0.0028020883972993942 17:0.010370943851562689 18:-0.005377191289573785 19:0.0005719993300616437 20:-0.08890695430690897 21:0.04933319845312749 22:0.0160991365473225 23:-0.048130527664740956 24:0.009068079489573812 25:-0.00028277949627853556 26:0.0030564246967933056 27:-0.008384513262992332 28:0.008142621318700988 29:-0.006751278349716894 30:-0.00019861584132822505 31:0.004247926826151124 32:0.0008339854102192082 33:0.003120891672563783 34:-0.000518706238881078 35:-0.00032133723908824496 36:-0.017157498901947052 37:0.009936383858566333 38:0.0063065097623411556 39:0.003986190569173834 40:-6.599825216741873e-05 41:-0.0024794575590055034 42:-4.177638112094241e-05 43:0.0026106913033723516 44:-0.0008878486499375399 45:0.0025803900407936585 
1.0 1:0.2519945873386456 2:0.02085919600671896 3:-0.15406306822081306 4:0.009885737947656242 5:0.11065561035003131 6:0.07083373696387786 7:-0.11537146682416649 8:0.10307119114304987 9:0.04079737103031782 10:-0.016222380735003095 11:-0.027938447950907504 12:-0.048863141758342235 13:-0.019025647926208016 14:-0.04266291617056912 15:-0.03283222193056415 16:0.03630588224981392 17:-0.024299493240247584 18:0.0038387155260693785 19:0.008827233979007238 20:0.049613592892153 21:0.012608846538047003 22:0.019459695792848994 23:0.029733277010256937 24:-0.0025889626076395222 25:0.004653741099388986 26:-0.0003638982536808104 27:-0.023881751858495174 28:0.016246692750526714 29:0.0024833213599967617 30:0.011048055556676692 31:-0.010209059644056703 32:0.019572333142631314 33:0.0036003108114042517 34:0.022595797404364404 35:-0.0066601868085984966 36:-0.009999287877995224 37:0.012701746281012186 38:0.007562625638243366 39:0.019874761090630848 40:0.0009023959499709918 41:-0.0064760665144333075 42:0.01806374895270698 43:-0.01600019524418081 44:-0.019282480520388747 45:0.0027452155191268895 
1.0 1:0.34843054331801276 2:0.21249931840004088 3:0.11592086930953956 4:-0.08201041646645589 5:-0.032098853282938516 6:0.037527252061888235 7:0.0674386651048883 8:-0.10145891029357192 9:-0.08228395366633148 10:0.08400275608282169 11:-0.11341483627725116 12:-0.07877614474274797 13:0.05988635142116952 14:-0.04611946838679744 15:-0.06557852425626866 16:0.00043200704388915434 17:0.006403826981345725 18:-0.001533575437165501 19:-0.03349774367346438 20:0.05060076522221128 21:-0.027176707671182455 22:-0.0022506593588428395 23:0.05087305104950556 24:0.041187565550956665 25:-0.016108533587267816 26:0.00355210709798022 27:0.03189185890970394 28:0.014673652095598674 29:0.014246228975948821 30:-0.006023499209583753 31:0.022482659678724072 32:-0.0572925451970293 33:-0.002765842849236113 34:0.02758303438018702 35:-0.02428409245444777 36:0.01362727459976457 37:-0.019967284788568337 38:0.0027139412675078224 39:0.0005880928588005221 40:0.005585952225994497 41:0.008277181288563437 42:0.0014876698777864699 43:-0.002718217513293677 44:-0.008911478563460935 45:-0.010034571708629692 
