-1.0 1:-0.31703244783392465 2:0.1020310084651192 3:-0.08223907235748196 4:-0.10180431618577507 5:-0.12509350942252292 6:0.05494460388905864 7:-0.00912998849866425 8:0.06845236691874323 9:-0.05813281089800895 10:-0.0816701441835587 11:-0.026071726545452735 12:-0.00500149230701297 13:-0.011651984754725696 14:-0.011797109661263096 
-1.0 1:-0.25312169246574134 2:0.11324350103100413 3:0.03846841244311751 4:-0.0345571219216802 5:0.07618910212227 6:-0.0008966112147960215 7:-0.0274560287656232 8:0.01852298990848987 9:-0.037232956739828994 10:-0.04181446717928169 11:0.00773126217952395 12:-0.029213482928924894 13:0.017361354872762677 14:0.02421099239270466 
1.0 1:0.049862841182965675 2:-0.16295491507930443 3:-0.09744415031642444 4:0.10690574370374041 5:0.01896399534014243 6:-0.03625435653300572 7:-0.05584538414309778 8:0.010104358895134767 9:-0.03576819086986443 10:0.012088719446906912 11:-0.02471958519142667 12:-0.03381634220327412 13:0.0383251171457293 14:-0.006560282336463774 
-1.0 1:-0.12418532204407458 2:-0.12866880291204322 3:0.2127417434378387 4:0.10864265438660595 5:-0.0646075284010875 6:0.0526895086776598 7:-0.07971190128420635 8:0.11521059484379484 9:-0.025654990852625494 10:0.08725075228852328 11:0.0329229078362193 12:-0.027870660547867143 13:0.010022737904374565 14:0.04119957938785657 
-1.0 1:-0.15685874377629358 2:0.02667737919186077 3:0.13521080974795463 4:-0.039887782702287614 5:0.16490488585108035 6:0.012580416237105626 7:-0.021824405594849293 8:0.010146739367477465 9:-0.04509361585888223 10:-0.043497756537323726 11:-0.01483835851483592 12:0.02903965557447503 13:-0.009851861431813685 14:-0.033817084300996315 
-1.0 1:0.25470320198807084 2:0.0510379719117941 3:-0.13184220188800022 4:0.06953697372340675 5:0.09648641093320924 6:0.09544377733566194 7:-0.10785360650647677 8:0.09688075259869149 9:0.0803222701217412 10:-0.023051904202291203 11:-0.04221978745165875 12:-0.007988309841931107 13:-0.026259239015547522 14:-0.02558215630233955 
-1.0 1:-0.011223338949405165 2:-0.23889577769673764 3:0.013003916610536776 4:0.07349431405193808 5:-0.11224035570084273 6:-0.05309035085489019 7:-0.04436556552544149 8:-0.087344183409469 9:0.0764868594452855 10:-0.10476653599959965 11:-0.007569018755491631 12:-0.09152081521061275 13:0.03967668879116329 14:-0.043537837157608464 
1.0 1:0.125776290246259 2:-0.10080301969970513 3:0.002267146702924705 4:-0.059378755277861774 5:0.02325020633433599 6:0.008778110363616415 7:-0.013873939439773818 8:-0.019799236786769342 9:0.011250141475147484 10:-0.04655811606729318 11:0.03801003711248614 12:-0.016998274409068204 13:0.0030871566698931043 14:-0.005761279530920569 
1.0 1:0.03173871702971833 2:-0.14502516467996068 3:-0.09536858550769928 4:0.006808180986434518 5:0.019597543410082362 6:-0.0002910400871607502 7:0.09401333999229143 8:-0.00945253562404099 9:-0.03288747130770016 10:0.0382920212064558 11:0.021632238420728332 12:0.022649050610540452 13:0.06405598175121317 14:0.018695933068111972 
1.0 1:0.18917536258749115 2:-0.016889734654156142 3:-0.09264971398037336 4:0.06630795634577064 5:0.03985256450308094 6:0.10895849883453543 7:0.07790976443959505 8:0.037928155150612125 9:0.018286840407058837 10:0.00601119911219912 11:0.05350058246434779 12:0.011341204154850498 13:0.03670093237342783 14:-0.01248433081522008 
-1.0 1:0.2516060073457354 2:0.049232483570495936 3:-0.12693445261227299 4:0.12610133358474748 5:0.08450895848645114 6:0.10497620044085501 7:-0.06450945983732753 8:0.09854106550944054 9:0.09542931499213733 10:-0.022325897169891855 11:-0.053296988133922245 12:-0.005277178125016154 13:-0.03198056416655129 14:-0.015227105330895684 
-1.0 1:-0.27216552245543035 2:0.05899287732412011 3:0.08652371329249739 4:0.14380521509775754 5:0.1023538919263359 6:-0.04913444108630495 7:-0.003886510999174156 8:-0.00519563275374839 9:-0.04546863142319441 10:-0.027420696025192197 11:-0.023362951957571553 12:0.0334499196297713 13:0.0071842673004074206 14:-0.04087611925455628 
-1.0 1:0.006851448660966793 2:-0.24976754061405376 3:-0.07015269516440871 4:0.12494167678331058 5:-0.08725400932687932 6:-0.08351654990232811 7:0.03270221939270679 8:-0.06476884582772646 9:0.01390968098369541 10:-0.05913205363232847 11:-0.02652559956150561 12:-0.010162514709693028 13:0.011880500810702632 14:0.013104709818552945 
1.0 1:0.18027084966866241 2:0.09659110623673814 3:0.005043477394085087 4:0.06375287717372456 5:-0.05776440505469682 6:-0.12621919498811945 7:-0.008077034004540573 8:0.04101789998411021 9:-0.002723159763458126 10:-0.014668867080083327 11:0.035458590681572436 12:-0.011137447532965914 13:0.02300311147984683 14:-0.03969613153390058 
1.0 1:0.2448042399930531 2:0.17658068826297985 3:0.07439191457921537 4:0.18139928490835341 5:-0.11362800238444609 6:-0.029829703642852395 7:0.0785248350081443 8:-0.0770056200821058 9:-0.04622913734267885 10:0.0680531790496024 11:-0.14742130217433794 12:-0.06555785687630047 13:0.07286501723000646 14:-0.012152549442395267 
-1.0 1:-0.28316767432343937 2:0.09234518325920843 3:-0.03485161644418638 4:-0.056322828642157284 5:-0.0711356822963567 6:0.0642199627997224 7:0.06573445420777274 8:0.05012282295315039 9:-0.046925659858817435 10:-0.07204021002452794 11:-0.033001195265624325 12:-0.005324100383759866 13:-0.018031518172518485 14:0.003939374114659194 
-1.0 1:-0.0961327508370332 2:-0.03579379410991382 3:0.19195037938634738 4:-0.11548125266609213 5:0.14410651922311107 6:0.07747938955410523 7:-0.01279634875586726 8:0.05280310313243327 9:-0.049131987264887114 10:-0.03816663325536804 11:-0.00625233134405146 12:0.029374145712858145 13:-0.0019169073839738074 14:-0.0210784636761633 
-1.0 1:0.13576488692612326 2:-0.2689523523015351 3:-0.07721672622693541 4:0.00117570259861648 5:0.04091568067490106 6:-0.013162102691308984 7:0.13467117467692297 8:-0.0313091475831806 9:-0.0177334669617312 10:-0.0373104697821603 11:-0.024731204133158935 12:-0.021021834262774673 13:-0.02805268996977961 14:0.027668703832700932 
-1.0 1:0.015753800511487285 2:-0.22653590174039048 3:0.0678431198303069 4:0.010731913235269449 5:-0.06468637903050775 6:-0.002413419863302374 7:-0.011916099117210813 8:-0.018172369160260674 9:0.00479702137784623 10:0.024702115085828882 11:-0.006819271542736715 12:0.01708482149330106 13:-0.02019986845661059 14:0.027815199387621052 
-1.0 1:0.022422897737224022 2:-0.2039837150535649 3:-0.09218346514312971 4:0.1602416556945594 5:-0.07979122619436264 6:-0.08355606228013819 7:-0.0018837523065150727 8:-0.03352993799063657 9:-0.0018864040664233628 10:0.07453342868713528 11:-0.04215917261562778 12:0.04937887640372747 13:-0.021722388650630108 14:-0.03769959866520379 
1.0 1:0.3565647747936391 2:0.1669259561720638 3:0.06958908353529915 4:0.027885220875782362 5:0.01058404590688896 6:0.09674403563882075 7:0.11942032713899797 8:0.0069283336498437795 9:0.046106430308388756 10:-0.01322270558684157 11:0.006046143260180034 12:0.027272981015279384 13:-0.05263259803816038 14:0.016382517661230285 
1.0 1:0.1648635112576552 2:-0.1519278296251297 3:-0.029292939876825037 4:-0.23194186281331158 5:0.08963642231280702 6:0.027551544520533662 7:0.024441741413957083 8:-0.025112740774550613 9:-0.038474716533402446 10:-0.01491444502883367 11:0.04743345779218993 12:0.01882040445833402 13:0.00853305023791152 14:0.02918603750067012 
1.0 1:-0.22288376390228268 2:0.0016602534573173997 3:-0.03197961688755772 4:-0.0022472043890009994 5:-0.020575751881496594 6:0.035724631726924604 7:0.04851630955666334 8:-0.04992871522508132 9:0.08984065179108613 10:0.08811183032467841 11:0.007298927153579207 12:0.016931152354364137 13:0.00831620411080886 14:-0.005337773286407477 
-1.0 1:-0.265547263727263 2:0.1752355138064462 3:-0.09695704335126439 4:-0.042824094324844915 5:0.05955663532116727 6:-0.03455648208486279 7:0.03886827112852448 8:-0.06882429789927355 9:0.05445563103878264 10:0.015596640788531771 11:0.005679057728430649 12:-0.06290361629482716 13:-0.04617496557025762 14:0.04048845597723164 
1.0 1:0.16289927586948919 2:-0.13299407255006915 3:-0.1834307694974342 4:-0.09819266022406196 5:0.0766620184567194 6:-0.057854530982466616 7:-0.0960770163491434 8:0.03916542193319139 9:-0.09001761632688049 10:0.0013855049375961978 11:0.02632677016691903 12:-0.021060557155934544 13:-0.011922175513666883 14:-0.0022729658864051074 
1.0 1:0.23481093800925423 2:0.12020692510891536 3:-0.07534907871588148 4:0.14940915834025245 5:-0.02122088410705463 6:0.03575444775144084 7:-0.13876235018689867 8:0.01217090161350872 9:0.036402408744621015 10:-0.06836923113733866 11:0.005648974038078201 12:0.004882831937599842 13:0.0005392610753297417 14:0.014133715768205778 
-1.0 1:-0.20387237097562705 2:-0.07419884812246944 3:-0.10919566241816783 4:-0.011597576408279782 5:-0.07612096331665606 6:0.08824148232333044 7:0.0636568470968927 8:0.03825374899354232 9:0.0028454335970161367 10:0.11960734396834943 11:-0.029309664424569264 12:0.0946304052450023 13:0.010100647508060907 14:-0.07046655500551352 
-1.0 1:0.07377942597510631 2:-0.23657862273849112 3:-0.02412255541436443 4:-0.05998944305728397 5:-0.03950615590436267 6:-0.031091630362031115 7:-0.013869641011556334 8:-0.0590515603343578 9:0.008183014519702414 10:0.02782682339859437 11:-0.022635019440105666 12:0.048923130890891835 13:-0.043956777379522305 14:-0.019306999871708447 
1.0 1:0.22336161999411863 2:0.12390656015894565 3:0.03914380947321833 4:-0.08515624346852547 5:-0.030715250753531594 6:-0.18489646155971873 7:-0.02338259682266142 8:0.09155265310279878 9:0.03665569605324543 10:-0.015594192983711383 11:-0.006709536407354366 12:0.012786598358144476 13:0.032719621069151404 14:-0.011261988260649574 
1.0 1:-0.21407803787389568 2:-0.0015089415746497746 3:-0.06062353187844153 4:-0.03187449989184097 5:-0.06462344091393274 6:0.003533360961647459 7:-0.04003989486985252 8:-0.05552726763286076 9:0.07709034276287495 10:0.0749411803209856 11:0.007138449924567979 12:0.02512524674853217 13:0.011006218459532278 14:-0.01067593095980437 
-1.0 1:0.22878279860821482 2:0.10873109491257216 3:-0.09759776058955841 4:0.08779183895338 5:-0.01918698619316658 6:0.057208661771528786 7:-0.19642099024864157 8:-0.03712928204287805 9:-0.02117120849943393 10:-0.02783584037581996 11:-0.060300198356664225 12:0.01747687490525249 13:0.002955418166227082 14:0.04358136933717513 
1.0 1:0.10645064548719974 2:-0.11130934984908311 3:-0.10649843982576654 4:0.08856758605359721 5:0.0361666241009242 6:0.0013075971348852286 7:-0.08026241016129382 8:0.024686664751323202 9:-0.009255008195337523 10:-0.010086397611935256 11:-0.024631751243391835 12:-0.06770494766238677 13:0.044717511025359424 14:-0.01490016926328062 
1.0 1:-0.0007215182628143497 2:-0.12460948519618628 3:-0.03945367656137828 4:-0.07748852713384306 5:0.0039471186092929714 6:-0.06655469181846099 7:-0.08773143339150101 8:-0.044627481401727336 9:-0.033105668197324994 10:-0.021311542450696944 11:0.019440253864481782 12:0.03330280979323382 13:0.031470241924017414 14:0.01777345101994237 
1.0 1:-0.2280824274148311 2:-0.009982460084750362 3:-0.0162548713281528 4:-0.022767645623929984 5:-0.03783976126860651 6:-0.0004387165365935383 7:-0.028104919191218235 8:-0.02076037287507468 9:0.023299614339866295 10:0.07004882714403853 11:0.00445976694314911 12:0.03705857176626406 13:-0.024963762517286558 14:-0.012163563713113359 
1.0 1:0.27009218518057576 2:0.1087153916098762 3:-0.08144227968717303 4:0.06553723008462883 5:0.03999397172384602 6:0.09496551926883308 7:-0.10200551375191386 8:0.03858563395554629 9:0.06243438158718272 10:-0.05204881727526437 11:-0.004387441137990226 12:0.0035471888033696726 13:-0.0013713022526900334 14:0.002611048991604928 
1.0 1:-0.08366824969983484 2:-0.11147460474793441 3:0.0864504006706557 4:0.00713851285488509 5:0.004213369447465205 6:-0.00750710185877725 7:-0.06584192648765287 8:0.001674102416348454 9:-0.006984391738722182 10:0.01041896884774127 11:0.014952487795636831 12:0.01694477684321548 13:0.02024356084445684 14:-0.002272331116073719 
1.0 1:-0.3015969520509913 2:0.024417273824168546 3:-0.0004943284233169954 4:0.02396326494812774 5:-0.07608086293269047 6:0.016756448820970764 7:0.012282197002496192 8:-0.0014936029098877729 9:0.025923998478409704 10:0.0707423185629869 11:0.011732988704268466 12:0.038256695489727266 13:-0.018848320470108194 14:0.009761032219409368 
1.0 1:0.26621611487822294 2:0.12165680065647613 3:0.0661114996532556 4:-0.13382766814832558 5:0.007285167523394476 6:-0.1431536114944995 7:0.0534997197688207 8:0.10201868699381937 9:0.050330917290140095 10:-0.003176436386928236 11:-0.0014718406916461174 12:0.01324825865834637 13:0.022734389627287424 14:-0.016376556856847174 
1.0 1:-0.21893901425878795 2:0.0025747912000814764 3:-0.01914284605237023 4:0.05243742667182709 5:-0.010252927468954724 6:0.012158315004843746 7:0.05490417667562595 8:-0.05462485628294615 9:0.09614941118139896 10:0.09583753887263813 11:-0.011358327683746883 12:0.011088977010940682 13:-0.01866233486648415 14:-0.009417369189738772 
-1.0 1:-0.044172698757034196 2:-0.17442524144288202 3:0.07900564298824528 4:0.009039368187082654 5:-0.09382663705044315 6:-0.02059038548671937 7:-0.14344673049964096 8:0.008698435862794049 9:0.02235705430132918 10:0.0032176242729459147 11:0.03489999823659101 12:-0.04979119770763124 13:0.01970924181643981 14:-0.005585257485099793 
-1.0 1:-0.07849616280972037 2:-0.15524281987118901 3:0.19074267402216571 4:0.020283846913591464 5:-0.0026528725546048435 6:0.07484821705766069 7:0.021133486308867234 8:0.050254513502013876 9:-0.005549363314288205 10:0.028876854106790067 11:0.0007046555839268472 12:-0.0016190918827986636 13:-0.010938660068955195 14:0.04763663330233081 
-1.0 1:0.06835570142751976 2:-0.23726497662197996 3:-0.00968486072231899 4:-0.11217003732899368 5:-0.016573539331888185 6:0.0009572569031822053 7:-0.0317523849445197 8:-0.06338333914637001 9:0.051507216987402064 10:-0.07492594975239987 11:0.007448890648359744 12:-0.03129678091813677 13:0.01715129994402001 14:-0.015453053546119356 
1.0 1:-0.30757753663024195 2:0.1391607866047661 3:0.029977889415756312 4:0.06555865873653029 5:0.1476792910368157 6:-0.0961115479860497 7:-0.06858114698921546 8:-0.0637702911533297 9:-0.029200999055080994 10:-0.06091640353924157 11:-0.010876560998256707 12:0.04540626728126531 13:0.01815187845773779 14:-0.06339122286374121 
-1.0 1:0.08902460520899842 2:-0.20928605565691782 3:-0.12788686494622953 4:-0.07004054247951089 5:-0.01955883180994306 6:-0.10160684947091797 7:-0.05509995212172438 8:-0.08511691230685516 9:-0.04719925481636044 10:-0.08520633167343616 11:-0.002626087657098951 12:0.05595167714027588 13:0.03266973441193978 14:0.061308405366169376 
-1.0 1:-0.18414027212557352 2:-0.06115187325880972 3:0.22430981473276157 4:0.09255608953112225 5:-0.011021724954628186 6:0.035822065958519875 7:-0.12658656972315233 8:0.13570409412996004 9:-0.08129202074341471 10:0.06191463080558311 11:0.035131282813363335 12:-0.0050048601978020454 13:0.03848882763870491 14:0.08221653303132602 
1.0 1:0.11960902107693676 2:-0.14781800946489176 3:-0.20691669748509173 4:0.16603975803081525 5:0.04790551145833695 6:-0.08614573893723851 7:0.007041459736557244 8:0.06477471744175947 9:-0.10262003083609857 10:0.04268518943392013 11:-0.0046928370293599884 12:-0.04423965258321256 13:-0.019871684439260913 14:-0.003364967200987619 
-1.0 1:0.13828713570327253 2:-0.2503369986441264 3:-0.024812042541563578 4:-0.098687861831555 5:0.033168305526170734 6:0.04123022007869375 7:0.09053339953370661 8:-0.07994639412517535 9:0.04746406279076554 10:-0.10227210058781872 11:-0.022676465493843213 12:-0.02561940868749315 13:0.018035040163761333 14:0.01591161476075411 
1.0 1:-0.28715022976469107 2:0.10041292004980702 3:-0.09495966120475274 4:-0.06097099009221633 5:-0.04343006666654722 6:-0.011279938643206849 7:-0.06983200386076563 8:-0.020813776578007717 9:0.03652806228569992 10:0.03403089474440821 11:0.007458070964455384 12:-0.0006797401798451994 13:0.0030833145172281876 14:-0.035275371840598146 
1.0 1:0.14111285522057676 2:-0.03839465428646013 3:0.012532180165928757 4:-0.05427025275067519 5:0.01280789726406131 6:0.017567270966681543 7:-0.056875017346657626 8:0.010324246025388319 9:0.021520740635594546 10:-0.05124835519650188 11:0.07934020009759868 12:-0.018598316624169543 13:-0.00859132740137001 14:-0.014342022024031896 
-1.0 1:0.2448967487115996 2:0.18511876891442336 3:0.07818545565823268 4:0.12068768136244301 5:-0.11007321019650435 6:-0.07575313025380495 7:0.07973554163382049 8:-0.029409793425352493 9:-0.01841933565812262 10:-0.04552209847926365 11:0.1779241831601453 12:0.05996781989596921 13:-0.13291316836376924 14:0.023692667476748343 
1.0 1:-0.2976270974889831 2:0.11969183174606154 3:0.008086688523705629 4:0.07288217653209059 5:0.08423012503211277 6:-0.03365849167455418 7:0.06257041386493156 8:-0.06212804730825426 9:0.051196049102753174 10:0.03494881185841155 11:0.01350196954428809 12:-0.0269059743585384 13:0.001805371087438579 14:0.05689907475687452 
1.0 1:0.258821825509727 2:0.2210218546245281 3:0.052799541151048596 4:0.059859865910609836 5:-0.12370691934422856 6:-0.03403258609930988 7:-0.0793382493369851 8:-0.12344524595374237 9:-0.1001260737929702 10:0.015702947285954397 11:0.0016639361865310662 12:-0.016664920379765125 13:0.019901089920365808 14:-0.0050522437924809295 
-1.0 1:-0.2896417491550929 2:0.06048710792786639 3:-0.08792218624067477 4:-0.09645687569577782 5:-0.15618736513135587 6:0.030601121055377246 7:-0.04749587382490227 8:0.04999725056945141 9:-0.05000672101550804 10:-0.06429026417073083 11:-0.027712146137076416 12:0.017582037864737412 13:-0.02133965944433138 14:0.0021670645081473643 
1.0 1:0.3464213287388627 2:0.18942061702688956 3:0.09724317180666935 4:-0.13330166900645637 5:0.008999918734151301 6:0.04758200802543981 7:0.055274392442163714 8:-0.058561808966455846 9:-0.03959980018596133 10:0.07310862447560688 11:-0.13147670381350093 12:-0.054382385277304955 13:0.06128855657173936 14:-0.02134336150353284 
-1.0 1:-0.31175729847213846 2:0.04761361650506992 3:-0.08896257802545285 4:-0.08129791746607531 5:-0.17528705857195992 6:0.07919684666696594 7:0.03285413535461283 8:0.07512392937624975 9:-0.05403836868849224 10:-0.03723812081918623 11:-0.02803223291559907 12:0.03756488797655473 13:-0.008926859646083914 14:0.0024058906314248646 
-1.0 1:0.30489552991722807 2:0.12432104607972855 3:-0.06315852603614738 4:-0.002054876373031877 5:0.05166397832281606 6:0.1652467438076181 7:-0.10752661127312296 8:-0.028196704604548803 9:0.022099298502212796 10:-0.01086584296422747 11:-0.0684530532237517 12:0.022918455621032844 13:0.01142951081412484 14:0.042743178125760145 
-1.0 1:-0.37175716698520683 2:0.1697454725458358 3:-0.08087986549689825 4:-0.0610474839247484 5:-0.09467987920264057 6:0.08972820937099452 7:0.0758005281738613 8:0.09382871809887636 9:-0.06321969495070835 10:-0.073674058519177 11:-0.012690723207775438 12:-0.024797985253793998 13:0.020579776996814785 14:-0.017583323148605792 
-1.0 1:0.28065875393211037 2:0.19991012440646957 3:0.03709064943239146 4:0.10331353800653212 5:-0.07943675214750365 6:0.048153841658957114 7:-0.024432124021008767 8:-0.11263397929864119 9:-0.06829599462053842 10:0.017385462230299426 11:-0.005859332191769484 12:-0.012625302602269189 13:-0.005765280443729509 14:0.006431423955702849 
1.0 1:0.29740897566522045 2:0.18882452097197913 3:0.04120835200943268 4:-0.12499505372991973 5:-0.015041403760819728 6:-0.015271095023745074 7:-0.044247853317310806 8:-0.00626236147205142 9:-0.013031919421754542 10:-0.006954895686952433 11:0.0026321113044499994 12:-0.004853887344117033 13:-0.01945277179438399 14:-0.01661196108383512 
-1.0 1:-0.040580042984313495 2:-0.18681810925596323 3:0.15197971159655535 4:-0.0498541531459972 5:-0.02759115482611392 6:0.04871094909139261 7:0.018062168898549474 8:-0.04063786767400263 9:0.06228830051234659 10:-0.013821191163845517 11:-0.03854468056626925 12:0.04532860441323935 13:-0.07242397238723218 14:-0.02681570601081067 
