-1.0 1:-0.04700237698638737 2:-0.19637390861960646 3:0.14733422364593546 4:-0.05357850401661711 5:-0.05387829590301218 6:0.03684922496574101 7:-0.07379000110962282 
1.0 1:-0.3658202255420847 2:0.2226032856102318 3:-0.13293799275595056 4:-0.0737670929216509 5:0.019983306241818977 6:-0.018567404060124807 7:0.03593514280203751 
-1.0 1:-0.19240507349325842 2:0.0025956271180075227 3:0.14415278222146832 4:0.04096782034539552 5:0.10689735864628905 6:0.010058408424896602 7:-0.020592421862964255 
1.0 1:-0.29483036083152775 2:0.14693924303358707 3:-0.01910065920561021 4:0.017325399552371896 5:0.11796740970713801 6:-0.08607037818645705 7:-0.043513192240834456 
-1.0 1:0.14454983723572024 2:-0.19557046290758454 3:-0.07192137605759079 4:-0.06351355225999784 5:0.03790430273298993 6:-0.006545463863227342 7:0.021859911270587562 
-1.0 1:-0.2584876795259962 2:0.17026970066859598 3:-0.1068102919553911 4:-0.04636120405455774 5:0.06078340114971893 6:-0.09237615396420822 7:-0.058289835087390024 
-1.0 1:-0.26003129712141615 2:0.09081059134820843 3:0.06889559516370317 4:0.07475990555681666 5:0.16538721725130978 6:-0.04812686813613084 7:0.005379164694162733 
1.0 1:-0.007821382781377742 2:-0.13863712319675858 3:0.015801075840387112 4:0.04356257572384878 5:0.013747300261406633 6:-0.013307622279688344 7:0.040630145699415754 
-1.0 1:-0.24378996078879028 2:0.14417775854140485 3:-0.01620684853587117 4:0.042500442697073745 5:0.16886201601666187 6:-0.03731927471328865 7:0.13651920146176977 
-1.0 1:0.3126870243176365 2:0.17933768825552363 3:-0.010662314890203 4:0.04855943427658492 5:0.006159938474485414 6:0.14321876803163497 7:-0.08163730073209333 
-1.0 1:-0.017137305696024542 2:-0.26479000445757567 3:0.0295222661247888 4:0.15617371675781208 5:-0.1041988444569073 6:-0.02045706739216112 7:0.0913443133859459 
-1.0 1:0.24137974049906008 2:0.10704983287694586 3:-0.08428287870496105 4:0.19201340517834073 5:-0.0032379976732572553 6:0.11460302213919968 7:-0.08736912458112012 
-1.0 1:0.01532728128870404 2:-0.24676644567289535 3:0.06858864483453934 4:0.0707326385066805 5:-0.08978924782516405 6:0.018672098717650503 7:0.06205649152363307 
1.0 1:0.0549475430151862 2:-0.14723249842906566 3:-0.033370964626392295 4:-0.11710394218876466 5:0.0545798307185953 6:-0.009906688505349998 7:0.023324287709832237 
1.0 1:-0.20089465184238883 2:0.00893103228834384 3:-0.009788602380005234 4:0.023857560365334506 5:-0.006331372082746249 6:0.00448531026562269 7:-0.010853626188764008 
1.0 1:0.24106722125345195 2:-0.06716624029377063 3:-0.1781484627569706 4:0.02134411829945249 5:0.14978175769672694 6:0.04450558599113509 7:-0.007466032600352831 
-1.0 1:0.07053538038598857 2:-0.21823457555168793 3:0.07793356985776827 4:-0.10293433353067234 5:-0.0246321219581101 6:0.05020427329924587 7:0.007374838462353013 
1.0 1:-0.2797529502398573 2:0.13441973247134092 3:-0.023254341690944237 4:-0.013673884300008534 5:0.07833212733037254 6:-0.06635842778216416 7:-0.05499244917656948 
-1.0 1:0.011784881772279366 2:-0.2604147268291859 3:0.006342298116901049 4:0.06971522506857418 5:-0.07702534118473983 6:-0.03346769830364768 7:0.035828384001189914 
1.0 1:0.05276714060696379 2:-0.17468908508921444 3:-0.055991075832825234 4:0.06068862614835075 5:-0.01827064679734746 6:-0.07541050745070764 7:0.008861484604747647 
-1.0 1:-0.05529676858796455 2:-0.1620243671179587 3:0.17578859918746187 4:-0.021106764231859206 5:-0.0778550746553216 6:0.03878044422376409 7:-0.1635503212537624 
-1.0 1:0.07084729603463481 2:-0.22191823236712077 3:0.09439747628978848 4:-0.1133606106808731 5:-0.010050079988313823 6:0.05659728549767378 7:0.03626778451935195 
-1.0 1:-0.3142539464508635 2:0.10063355183841226 3:-0.07607796339013365 4:-0.09495105056850836 5:-0.12007826348190354 6:0.04757034649482176 7:-0.022312474918691007 
-1.0 1:-0.19176831231879496 2:-0.08373581796765042 3:0.21020096693066145 4:0.1337755553901773 5:-0.013508705689297889 6:0.0482908185924004 7:-0.0024753789000442634 
1.0 1:-0.2553878938791242 2:0.020283285450820518 3:-0.07746590071807904 4:-0.02692750333446049 5:-0.08572581968533022 6:0.04150554606367077 7:0.009056833449594666 
1.0 1:-0.2687475243334139 2:0.13238677533409718 3:0.0901095417118305 4:0.03720696419460933 5:0.23177916428445441 6:-0.004216368426284256 7:0.11686946802860651 
-1.0 1:-0.0678486334514899 2:-0.11027717248517009 3:0.2618829160345787 4:-0.06229391522659383 5:0.03109760613674123 6:0.11901341484034297 7:-0.07683644405625231 
-1.0 1:-0.015187626287207101 2:-0.17807311540832677 3:0.11080940560834568 4:-0.030337693399510774 5:-0.05616190634318408 6:0.020785432264398 7:-0.0906835768241755 
-1.0 1:0.044035509326726785 2:-0.22523791921180836 3:0.11853698217937768 4:-0.10368580945151945 5:-0.000800669223756623 6:0.05659624603105093 7:0.07313898049785561 
1.0 1:-0.3027191907806866 2:0.17439751845939788 3:-0.11116643311634906 4:-0.06255303631297338 5:0.017764145376623144 6:-0.011193877634183044 7:0.04248262935899591 
1.0 1:-0.08692312930168077 2:-0.1194964733260296 3:0.11501872398252563 4:0.04728464666237873 5:0.015325777244028373 6:0.02442864055929859 7:0.011632841091676173 
-1.0 1:-0.011223338949405165 2:-0.23889577769673764 3:0.013003916610536776 4:0.07349431405193808 5:-0.11224035570084273 6:-0.05309035085489019 7:-0.04436556552544149 
-1.0 1:-0.1645876560362769 2:-0.1160592574741228 3:0.21700763250788474 4:0.14441505530370022 5:-0.06939586493725926 6:0.05206361367522777 7:-0.07672567184175672 
1.0 1:-0.29295004147013304 2:0.16608245108558242 3:-0.12682634668841766 4:-0.06184521242489177 5:-0.019783161243989246 6:-0.07683139584412488 7:-0.0946293548395815 
-1.0 1:-0.18025694445899573 2:0.00627059174736924 3:0.1222845587187947 4:0.00060027279818642 5:0.08926877442267882 6:-0.010024643120626443 7:-0.0862554730307227 
1.0 1:-0.22506920362722063 2:0.0002003691789106499 3:-0.05618405871831272 4:0.03398817106690772 5:-0.07600730378927478 6:-0.008938120403695066 7:-0.0225518094419233 
1.0 1:0.23605665379884377 2:0.11754758079287195 3:0.09211231929099503 4:0.0761217770893657 5:-0.05906630452088461 6:-0.17645523186108147 7:0.18088474287631204 
1.0 1:-0.025795596409728606 2:-0.11763604039809564 3:-0.004624700882097434 4:0.057170724233224154 5:0.02267848689857918 6:-0.033416671987683576 7:0.01126315018751409 
-1.0 1:0.21926581293982397 2:0.05056644226642032 3:-0.13309357494008658 4:0.1854109332527703 5:0.0515929414832932 6:0.07266390447421177 7:-0.09577939207674158 
-1.0 1:0.27263561598316954 2:0.15293960877764634 3:0.07811675140726834 4:0.1421252252167152 5:-0.07170391401263448 6:-0.04491061669661862 7:0.17844285568479912 
-1.0 1:-0.061059329061145466 2:-0.13029539117484307 3:0.20707116160568684 4:-0.05576128667653074 5:-0.03550650201180589 6:0.07229515736717423 7:-0.15644610502865386 
-1.0 1:0.19160772902111312 2:-0.14429916910738783 3:-0.17163304667436408 4:0.048651074926590696 5:0.11475649907898215 6:-0.02616649437846079 7:0.07255599994918448 
1.0 1:0.2251549332672415 2:0.12174922734336795 3:0.08095298859900257 4:-0.1932655774835043 5:0.01228952957233002 6:-0.19036569338445547 7:0.05214882959403227 
1.0 1:-0.20932500664783604 2:0.022650097569504764 3:-0.05816605024752412 4:-0.004538211884345683 5:-0.02983605456974188 6:-0.04077869482989369 7:-0.07872523291943674 
-1.0 1:0.24299636559013824 2:0.18823551372080388 3:0.05682186777260275 4:0.0327862128073755 5:-0.09081426249885526 6:-0.07541031900929793 7:0.011147528003824732 
-1.0 1:-0.24627612725253561 2:0.08566922807295178 3:0.06530170436334726 4:0.0737625554349588 5:0.15825885933894523 6:-0.04796502027852548 7:0.006979630557426607 
1.0 1:0.037503831434808566 2:-0.11210152708824975 3:-0.07509419160958598 4:-0.054549639912920556 5:0.04561497036656562 6:0.016020388557695702 7:0.042004169265897416 
-1.0 1:0.3069076391784151 2:0.21066670010122185 3:0.08999021235855499 4:0.10277406498237246 5:-0.09197106907101325 6:0.0433553918128733 7:0.061016294234234394 
1.0 1:0.2838357909376129 2:0.16250783052257473 3:0.0029478370456154715 4:0.060417898217682856 5:-0.027040746066262132 6:0.03425024466465853 7:-0.03159515979426333 
-1.0 1:-0.22825631255709056 2:0.03245672357872949 3:0.10796984615839932 4:0.07768384821376076 5:0.10743187905327684 6:-0.03568575796914973 7:-0.05572034027499414 
-1.0 1:0.010292169148476325 2:-0.20152065747785497 3:0.12457008950899282 4:-0.021804073293204076 5:-0.04512190426803545 6:0.0439691682527341 7:-0.03405490567763224 
-1.0 1:0.2480014961644691 2:0.20444794319237278 3:0.07756003608039004 4:0.13672198621067644 5:-0.1315788360621532 6:-0.04039270161338222 7:0.0446039863033504 
-1.0 1:-0.2732297352387768 2:0.10732140991942299 3:-8.094269893195796e-05 4:0.058266337678207644 5:0.10669628246344944 6:-0.09583024932296941 7:-0.07700267014891161 
1.0 1:0.03391355329702223 2:-0.10908731833941883 3:-0.04919810637432266 4:0.015279492153091581 5:0.05923050231363293 6:-0.013304699585518063 7:0.045763423975006774 
1.0 1:0.22983731574859673 2:0.017040688065372858 3:-0.06343566662129069 4:-0.057321167933699534 5:0.0523733656989092 6:0.11658383840800535 7:0.030736035992417587 
-1.0 1:-0.27527620616457377 2:0.14335941661108875 3:0.005407537792618947 4:0.043592738462152676 5:0.17545410532415368 6:-0.04237226840974125 7:0.07571533738762151 
1.0 1:0.29865908219837384 2:0.1466690771472235 3:0.04972307213021922 4:-0.07374622277210198 5:0.013702082878722599 6:0.015856445183015322 7:0.022417891215342718 
-1.0 1:0.29594773368271676 2:0.09936722222658119 3:-0.057978201346729895 4:0.033020375426915945 5:0.058985493022615874 6:0.17187854408766112 7:-0.07557806487500571 
1.0 1:0.007409883311286328 2:-0.13586254771060924 3:-0.00966187691731571 4:-0.08459887405932062 5:0.02679108432924806 6:-0.029653987824397786 7:-0.01706176822526346 
1.0 1:0.03887921517977423 2:-0.14671891168148915 3:-0.0379582249399299 4:0.11222547901882 5:-0.04747008870314759 6:-0.06865336062549386 7:-0.0024992760117970754 
-1.0 1:0.01362122434786718 2:-0.2042917113230397 3:0.039574104887577705 4:-0.08349405781912436 5:-0.07292299697787973 6:-0.028098831185549306 7:-0.10537569471651202 
1.0 1:-0.3947272795593387 2:0.24384448415076604 3:-0.14534844278915907 4:-0.09476348393337951 5:0.016504637512154075 6:0.036376590136894135 7:0.12901250370336612 
1.0 1:0.1720965872859473 2:-0.020764654056692013 3:-0.009067482352475679 4:0.055836945958982614 5:0.042396538346662564 6:0.04301705158892133 7:0.020698338839173984 
-1.0 1:-0.28226183011831846 2:0.027857593910089504 3:-0.08929397315332782 4:-0.12763434280424593 5:-0.1524653540699141 6:0.08524281333226198 7:0.017603613848591264 
-1.0 1:-0.062402083281919 2:-0.19063271617492694 3:0.1420087008131765 4:0.06867904185830237 5:-0.09325091302798044 6:0.02234098263500591 7:-0.057604163134962166 
-1.0 1:0.030044465137712657 2:-0.19098012889944505 3:0.11427300585928381 4:-0.07349202113996685 5:0.0031631220789270446 6:0.056859384297969676 7:-0.026632871135365128 
1.0 1:0.2736958610744492 2:0.12739664085740252 3:0.06581110663257553 4:-0.13956004476543823 5:0.008889435548116678 6:-0.13237107550432659 7:0.06097626265958211 
-1.0 1:-0.03335292578212751 2:-0.2251358727381294 3:0.16034583480272252 4:-0.038883082658722375 5:-0.08857010298883941 6:0.04033993541489937 7:-0.05892894287046564 
-1.0 1:-0.0053229208976770005 2:-0.22468539386809094 3:0.048674260952930745 4:0.049968654523893 5:-0.09585258676903038 6:-0.02754804544244878 7:-0.031152856453710243 
-1.0 1:-0.20940633288602897 2:0.00652002771992101 3:0.1274580346296007 4:0.095671649024448 5:0.07786623614310123 6:-0.002081214262644883 7:0.009488385425018685 
1.0 1:-0.3061738043150617 2:0.1194636067906471 3:-0.07600787409478395 4:-0.05077907906323255 5:-0.025754669582170743 6:-0.028226039959713574 7:-0.04611577488086756 
1.0 1:-0.08956382935680401 2:-0.09289555690589538 3:0.046407353807304486 4:-0.04150955067924829 5:-0.020223451734373912 6:-0.01837529665233401 7:-0.1054486781956345 
1.0 1:0.2953734032788141 2:0.14067340215147364 3:0.057148381964374495 4:0.011896696782004203 5:-0.0048723110282271435 6:0.026621631613011724 7:0.060671472582901696 
1.0 1:0.29745019922629257 2:0.19379499588461482 3:0.04737067902973727 4:-0.06293597140689243 5:-0.0255195389381023 6:0.0011071562050951889 7:-0.01611571315717473 
-1.0 1:0.2934502262689266 2:0.1582355889717602 3:-0.00048261629381489424 4:0.10719251056014394 5:-0.026165017240602988 6:0.10642292901927883 7:-0.010965723210089099 
-1.0 1:-0.20383029249885162 2:0.0356911692591412 3:0.08127458840504073 4:0.03466397282887549 5:0.09936849176172727 6:-0.05719506820340891 7:-0.1009826310265845 
-1.0 1:0.12457950724902567 2:-0.2617936182881057 3:-0.023846396239016625 4:-0.04286300124674676 5:0.013644774090362875 6:0.03574924262254006 7:0.11516071835572562 
-1.0 1:0.2713191707448942 2:0.21298322340090253 3:0.059330130872414066 4:0.04913666875718807 5:-0.10047478799823129 6:-0.007178667835497228 7:-0.038383936530688736 
1.0 1:0.2439487380174319 2:0.11660282915481267 3:0.03316111957586773 4:-0.11217086737458662 5:-0.009005239556009102 6:-0.13777146426773884 7:-0.004199484812164686 
1.0 1:0.2860772553928345 2:0.16504214010413654 3:0.04554910771518774 4:-0.062171711063478144 5:-0.011931188140790663 6:0.006648505568236481 7:-0.011674004308498739 
-1.0 1:0.28822429194945054 2:0.18248424566639998 3:0.016012539297119793 4:0.08393793962360627 5:-0.050487203298300226 6:0.07359207795145427 7:-0.04788360830185465 
1.0 1:0.20244205468735393 2:0.10522137511061434 3:0.04891947776178187 4:0.058372353610554956 5:-0.05601938896614943 6:-0.18605259738936336 7:0.06144819865084859 
1.0 1:-0.33972659258872967 2:0.12764605950428526 3:-0.08942280951864277 4:-0.04833422604120569 5:0.0024744850623022504 6:0.06048175171001919 7:0.1080868036354931 
-1.0 1:-0.1749675674192499 2:-0.03901289007662114 3:0.18192558347884485 4:0.05228155145757617 5:0.05212890683465016 6:0.0384643760275836 7:-0.02199228588771408 
1.0 1:-0.0666021006040213 2:-0.17173933815195783 3:0.0930494090887257 4:0.12177125006249911 5:-0.045378904031646614 6:0.016307310763768408 7:0.06326823039071981 
-1.0 1:-0.20998179688515062 2:0.02321221863402773 3:0.12944870512275364 4:0.09126444385302716 5:0.13376324250192392 6:-0.00416022013213033 7:0.034263121931644915 
1.0 1:0.3096356241618173 2:0.19990079704031533 3:0.10280409219229483 4:0.004140828125567399 5:-0.06075098455353149 6:0.008583044220058038 7:0.06238322086928014 
-1.0 1:-0.2573873867943915 2:0.06626264261675446 3:0.1062997130006735 4:0.1419726478729457 5:0.14655805581902415 6:-0.00779752037264032 7:0.10680872705487408 
-1.0 1:-0.1798009607819072 2:0.016468795194690605 3:0.12319541365459702 4:-0.021203248213963948 5:0.09873044853251617 6:0.001192821764855479 7:-0.0767592347565513 
-1.0 1:0.14402750834155248 2:-0.2687971895686074 3:-0.009168398714313922 4:-0.12990355391005592 5:0.042317021600922426 6:0.05937899746602541 7:0.11923441779561848 
-1.0 1:0.07975737898978533 2:-0.24539003837762013 3:0.055650473048507704 4:-0.05626961521057722 5:-0.029243986333235293 6:0.026971615794300446 7:0.05744816422655834 
1.0 1:0.24588293359756677 2:0.12653452762472958 3:0.08350377928044511 4:-0.14763742087318354 5:0.00074507766220238 6:-0.18756009084515385 7:0.05131853431664307 
-1.0 1:0.06525537550336775 2:-0.22847352728144507 3:-0.06287903094509105 4:0.14225414138720502 5:-0.050267012497851885 6:-0.04507913953608344 7:0.06760986870749677 
1.0 1:0.13718679553847524 2:0.09510221473131023 3:-0.011961947078940422 4:0.1162508058807152 5:-0.09790674519306745 6:-0.16419348813825332 7:-0.04215100091159581 
1.0 1:0.04683202894227609 2:-0.16529687601241871 3:-0.04072389514026453 4:0.005946059867597838 5:0.047222486717807086 6:-0.008318947059180376 7:0.11587656229134717 
-1.0 1:0.2655959210215103 2:0.20909663380306165 3:0.06483708328229683 4:0.0031297525532438704 5:-0.09660070628551548 6:-0.03915183996206703 7:-0.04602243107991326 
1.0 1:0.29491906228388276 2:0.1112976484180935 3:0.0837915505443329 4:-0.09453614298114614 5:0.022209134530857252 6:-0.0928870843337273 7:0.14423420251554375 
1.0 1:0.07696807477535492 2:-0.15108166512119553 3:-0.033108495323966564 4:0.004495069320461703 5:-0.001167013485791739 6:-0.0401368061700475 7:0.004836944251776495 
-1.0 1:0.11297309081514383 2:-0.2942243296076883 3:-0.001281687569368247 4:-0.007219268130782958 5:-0.005600564511522285 6:0.03832401401802484 7:0.1686150148625315 
-1.0 1:-0.08178648637108407 2:-0.10834408104352838 3:0.12337972575756742 4:-0.11386594370502795 5:0.02082161079040684 6:0.018865043235172723 7:-0.1036173493351643 
1.0 1:0.24267160243437474 2:0.14667844445028289 3:0.012694722177452704 4:-0.028476560586512947 5:-0.03369298987673708 6:-0.039059061606160864 7:-0.07916032418897856 
1.0 1:0.1603524961239406 2:-0.015471087759871119 3:-0.003223084645667766 4:0.048720517135044744 5:0.03553101995532743 6:0.03052592409591099 7:-0.00119811759940156 
-1.0 1:0.2532404415792735 2:0.18494691636660096 3:0.04399496773145549 4:-0.037965294719140556 5:-0.057966298112660575 6:-0.06706058606621496 7:-0.005420900817642897 
1.0 1:-0.31730260477524663 2:0.10827611005551403 3:-0.09651048050602351 4:-0.044505892593095314 5:-0.04547946079440814 6:0.03871725277817804 7:0.008471599559901559 
1.0 1:-0.11938177848595027 2:-0.10253190916590531 3:0.044098435080526605 4:0.05786138124222143 5:-0.04539840184415615 6:-0.03774767579711375 7:-0.07242938875340364 
1.0 1:0.012546095944237485 2:-0.10437205188486953 3:-0.08345395797678233 4:-0.02635208770601806 5:0.013440241111883775 6:-0.020885293763055614 7:-0.007528267265273782 
1.0 1:0.14141996048408775 2:0.11454396426350438 3:0.04896229132128144 4:0.14187496630065646 5:-0.11153439441972969 6:-0.26458299738745067 7:0.050147139560371604 
-1.0 1:-0.09007432132785682 2:-0.15462634349784363 3:0.11605842521397958 4:-0.029794117542384972 5:-0.06857041951899155 6:-0.007773207460310943 7:-0.11437603162256736 
-1.0 1:-0.0587346926829565 2:-0.16916061663200097 3:0.08195299531447456 4:0.062834455814169 5:-0.09338791070340072 6:-0.01624816565363458 7:-0.1373159402631916 
1.0 1:-0.23985832773502813 2:0.01660948501969179 3:-0.062009535387492654 4:-0.015639798468686825 5:-0.07498175054093595 6:0.03245627259573515 7:-0.003733202149541726 
1.0 1:-0.031643711902575984 2:-0.1314076715257064 3:0.004716383672132923 4:0.06443127582340097 5:0.005808154024192018 6:-0.039592289424495414 7:0.002349350103254301 
-1.0 1:-0.010559254415593841 2:-0.20761024656110072 3:0.1344391862258414 4:0.04062757895134608 5:-0.06155078110714357 6:0.04212671911486375 7:-0.000506413205549618 
-1.0 1:-0.3244710597659179 2:0.12993457891317736 3:-0.07606658167054306 4:-0.0195064720585447 5:-0.10029934112846925 6:0.04768217825989217 7:0.0743841923118744 
-1.0 1:0.19494150771391353 2:0.011993048900939954 3:-0.1469537313794239 4:0.27778457094905756 5:0.03412018609337974 6:0.054718927457177706 7:-0.005319777621812377 
-1.0 1:-0.04413943945913227 2:-0.20524162057879705 3:0.18343037913657806 4:-0.025153812513478677 5:-0.030286943337663207 6:0.06935246769581993 7:0.023536005074273707 
1.0 1:-0.26899685379439564 2:0.12647886937521385 3:0.034409610580868354 4:0.038683373979934085 5:0.16188746097852127 6:-0.021401208810803526 7:0.09654748559076043 
-1.0 1:-0.25054838335519997 2:-0.0008630313200895592 3:-0.08926393792675766 4:-0.07990267492036913 5:-0.13509421537743538 6:0.067430698670666 7:0.04206555898396799 
-1.0 1:-0.17813369460205583 2:-0.024706141238368316 3:0.1844939874476811 4:0.07660778242728104 5:0.11147626667264243 6:0.03359543650850469 7:0.019436819723958925 
1.0 1:0.27779514461291366 2:0.1709860346440488 3:0.044108637675252964 4:-0.0720543616626652 5:-0.026198462081248427 6:-0.018467652710244465 7:-0.03559780753093435 
-1.0 1:0.1460006925475123 2:-0.21363077204358089 3:-0.04901618887067282 4:-0.2100552382970301 5:0.04138993241122103 6:0.02743920618254084 7:0.004956942343425556 
1.0 1:-0.042120777808514365 2:-0.11969684912665093 3:0.11424702989797211 4:-0.03750257478872733 5:0.049051336602449196 6:0.04042960401031545 7:0.004490334177212948 
-1.0 1:0.028496502549977362 2:-0.26754270442649236 3:0.04807586460761147 4:0.0447895615456455 5:-0.05450232687009496 6:0.026703769480398872 7:0.07486823922300946 
-1.0 1:-0.344692661984105 2:0.16553123717871374 3:-0.07546962574653887 4:-0.028924943858081576 5:-0.06364508037835719 6:0.03319158295114603 7:0.027461820489258524 
1.0 1:0.05225738262285233 2:-0.13609313878435347 3:-0.08765720372537592 4:0.014885254913842528 5:0.03924476363962617 6:0.029140835340223013 7:0.12014430823027257 
1.0 1:-0.27834001885283105 2:0.09781065518681871 3:-0.032204151463456274 4:-0.027875793742370522 5:0.0025890069476001837 6:-0.055229858376336 7:-0.08824919030019747 
-1.0 1:0.027544041829583175 2:-0.18272576764997142 3:0.13768928308969886 4:-0.12062231612463076 5:-0.013820280132030585 6:0.07077365352687792 7:-0.05802583868474233 
-1.0 1:0.2054396519495633 2:-0.05568471546802842 3:-0.21221939438280377 4:-0.089645342965244 5:0.12121650433890196 6:-0.026811951910387287 7:-0.14283537217248254 
1.0 1:0.32034089703165497 2:0.1937445927444327 3:0.05534964891756556 4:-0.10094964982863662 5:-0.00039977381530622094 6:0.029091962121484974 7:0.007813091855420624 
1.0 1:0.31475449859342836 2:0.21885044951324104 3:0.08482831494783732 4:-0.11788297550402965 5:-0.05128287919771423 6:-0.005399010019286875 7:-0.025573211874634516 
1.0 1:-0.20650251139648487 2:0.01690497698380851 3:-0.060519956367253075 4:-0.05551139809147763 5:-0.04102110902122269 6:-0.008852822134081789 7:-0.07690485972442533 
1.0 1:0.2929702926998112 2:0.15763736445344 3:0.003737533580039056 4:0.07100131575616891 5:-0.015159676256958582 6:0.05560120768516346 7:-0.01886150042412148 
1.0 1:0.03256855654231856 2:-0.17161154317289024 3:-0.06431321630272918 4:0.04858973208714196 5:0.026411871113261837 6:-0.015061760524219286 7:-0.027822075001999114 
-1.0 1:0.33984613722520585 2:0.2178905510045073 3:0.09328526720184947 4:-0.12493086386401024 5:-0.027702678472492036 6:0.05058515972297271 7:0.027764102135310182 
1.0 1:0.11606505248840249 2:0.10798232509935721 3:0.023027956417104888 4:0.02510631391571328 5:-0.10066813236933256 6:-0.2979797021311074 7:-0.08621625506465878 
1.0 1:-0.2586879316659457 2:0.037785128585473324 3:-0.0923232052776238 4:-0.027527319557720663 5:-0.09937336491372828 6:0.004146439573511428 7:-0.07021370785645101 
1.0 1:-0.26881552718592633 2:0.16994167072892308 3:-0.11804957599980422 4:-0.10237511615598095 5:0.012616832041758784 6:-0.0543002106466159 7:-0.06223438823347624 
-1.0 1:0.24376370882627882 2:0.18750241753484428 3:0.07921819579004385 4:0.13070349101032797 5:-0.11655871986199134 6:-0.07478219324936142 7:0.07826828625371958 
-1.0 1:0.05947682840987273 2:-0.21007421597464432 3:-0.103243235645333 4:0.14595316623959206 5:-0.052252099148309514 6:-0.08048034514088429 7:0.013057488422468132 
1.0 1:-0.3315482289073364 2:0.16767732155375714 3:-0.08715532529994835 4:-0.06150945837976267 5:-0.004426995828545978 6:-0.035196844872917715 7:-0.047884160394618215 
-1.0 1:0.2127568057725818 2:-0.2095609744407948 3:-0.21572641726235384 4:-0.03064956032450572 5:0.1750215614668491 6:-0.022313011678497953 7:0.12557393517506518 
-1.0 1:0.07708347251254127 2:-0.20157438401784653 3:-0.08770271627163886 4:0.07408272320946672 5:-0.028622757064262552 6:-0.06022451487753878 7:-0.002504565348274112 
-1.0 1:0.24645843682559107 2:0.08376876830557285 3:-0.06971013690240038 4:0.19283351127549117 5:0.0005678201258649505 6:0.12782737844340017 7:-0.058195134257978565 
1.0 1:-0.2823416305732297 2:0.0874356750466174 3:0.0028322319082278447 4:0.0017291240808086882 5:0.019671281457428084 6:-0.022896765969213098 7:-0.026969568103623255 
1.0 1:-0.2879873263346545 2:0.13207993388340333 3:-0.059398190873825966 4:-0.0009686066135761104 5:0.02389774863600871 6:-0.05573162376272455 7:-0.04119557246563368 
-1.0 1:-0.24581076956756429 2:0.05163454441752693 3:0.11107610337092802 4:0.11811673980884298 5:0.13630474587032915 6:-0.02649955806232296 7:0.023844153063975415 
-1.0 1:0.10541400640515569 2:-0.2530096071898196 3:-0.05014939750931158 4:-0.1152254494076096 5:-0.006033471292316097 6:-0.046359265361532925 7:0.051076886470094736 
1.0 1:-0.033112639029333465 2:-0.08873625762780434 3:0.09346235022477045 4:-0.14972980725274881 5:0.04098126479695788 6:0.020743443467017446 7:-0.11201236909715455 
-1.0 1:-0.20482566342726022 2:-0.05196595550628948 3:-0.12492503161102216 4:-0.011889497260309311 5:-0.09704456605325681 6:0.07113999609770044 7:0.0026863088160905043 
-1.0 1:0.03961228743247756 2:-0.2431648705421265 3:-0.06098421694890292 4:0.06139525261096947 5:-0.06179766537828798 6:-0.07309974194665157 7:-0.013350300481656942 
1.0 1:0.11067668574963214 2:-0.18338432284470504 3:-0.06705056654270902 4:0.0780657836460099 5:0.06920674878748206 6:0.033759839181442354 7:0.058649238003544435 
