1.0 1:0.28480102518931344 2:0.14879714349258766 3:0.04150743991729445 4:-0.012837682635526117 5:-0.0070473638658569045 6:0.015334830523382593 7:0.013683182176424297 8:-0.021467334837721147 9:-0.011369145271853736 10:0.02730578395854881 11:-0.076211851684516 12:-0.017499129710288795 13:-0.006854889223714761 14:0.004329539204072794 15:0.0041629285911540985 16:0.009959230987759188 17:0.0017991786196220397 18:-0.03684097227678754 19:0.026981563073284483 20:-0.05326536795526192 21:0.03545802648786861 22:-0.021664174954834033 23:-0.017931460210903236 24:0.03066858229053385 25:-0.006360352645525777 26:0.013159357693241731 27:0.02777530383557267 28:0.02658406257330974 29:0.00034593965261494816 30:0.0030241940061091106 31:0.002713058003916212 32:0.009696463814387364 33:-0.004991173175540924 34:0.0042738230893378795 35:0.0007095783011050417 36:0.0045993445371628906 37:-0.0036640752755578007 38:0.001569246765554316 39:0.0019613595496727546 40:0.0030906148577884342 41:-0.005400925346299831 42:0.012136604271783175 43:-0.0027856642502431927 44:-0.0080758876395166 45:-0.00779311570097262 46:-0.005031895286965965 47:0.0024973198096223097 48:-0.004527170969562001 49:0.005825880855408643 50:0.0052096399145195645 51:-0.0008000993173007918 52:0.00651696814304561 53:-0.006342551263750972 54:-0.0011035908677131826 55:-0.006403550757232422 56:-0.0014171139398294758 57:-0.006599292526871914 58:0.003285946317403996 59:-0.00484152416320112 60:-0.001560327763797246 61:0.0011584943546409923 62:0.002080439560735253 63:0.007250614634874502 64:0.0004523553232819201 
-1.0 1:0.290935687167001 2:0.09395069324839618 3:-0.057469064706770566 4:0.04312417452968642 5:0.05576503115841488 6:0.16785016382621576 7:-0.06634757496747226 8:-0.014465864752733391 9:0.04501917575039443 10:-0.024904595236759586 11:-0.07409622412036945 12:0.03912862943655144 13:0.0014067029142912219 14:0.07509774895764817 15:0.03762977056082674 16:-0.02832840363930886 17:0.034703609280203204 18:0.02117418192681564 19:-0.022677830917464076 20:-0.034866758081743957 21:-0.025667585699938777 22:0.0006901005704004837 23:-0.017565915187617655 24:-0.014280806392343883 25:0.004567067108332285 26:0.026050543356866483 27:0.008502270677541581 28:0.02784313587130807 29:0.006131465041629536 30:-0.007862585786829572 31:-0.010281747608578608 32:0.01681361988208441 33:-0.0008556673494581404 34:0.010948165188107345 35:-0.0015873464968457172 36:0.01403675702835055 37:-0.017383001464646157 38:-0.017514865173190654 39:0.014185079152236381 40:0.008171544071101154 41:0.005874143971971311 42:0.02268661488409212 43:-0.004878698321190412 44:-0.008390107301308054 45:-0.011472482022454246 46:0.018278889086161564 47:-0.01653646876317371 48:0.0028474724436620743 49:0.0007779191148947501 50:0.009248005063595756 51:0.0015064490774058456 52:0.0033778096089139677 53:-0.0065167862015046325 54:-0.007405817219551351 55:-0.006794740902982984 56:0.01071991016307536 57:-0.011182140682437768 58:0.007093786134427747 59:0.002315635654045317 60:0.0035973572846631336 61:0.005155404671226476 62:-0.0031517543883325507 63:-0.007811767020709603 64:-0.003622328580530486 
-1.0 1:-0.05187967284952087 2:-0.21082819742225925 3:0.030512499426192826 4:0.1006700996514853 5:-0.13058245476176383 6:-0.06576449750181909 7:-0.06549940108244215 8:-0.04256175230462664 9:0.004504086791395315 10:0.0025615501464127423 11:-0.025601954468573607 12:0.04804281587260635 13:-0.01134806085317926 14:0.010199689155771074 15:-0.031834678924771015 16:0.014038586543004907 17:-0.01043959849291818 18:-0.0057245354579098275 19:-0.030744854454617377 20:-0.0011745999460187639 21:0.012579940359165516 22:0.009126908897178213 23:0.0012103071745172451 24:0.0010434227718814412 25:0.017252886947351956 26:0.012797293430929023 27:-0.012597696908383587 28:-0.015255639050619295 29:0.016221933279352722 30:0.029715291598165106 31:0.04880677323007497 32:0.00747150324378921 33:0.0027666579778133082 34:-0.001478318180345916 35:0.013190904186355209 36:-0.0034712306827310285 37:-0.018096668216020934 38:-0.004367081305125076 39:0.012727405608108816 40:-0.01818707241679326 41:-0.00868103410140428 42:-0.004805531266950467 43:0.0008571600960167285 44:-0.0021613187933927735 45:-0.014884094376108837 46:-0.004916659125323533 47:0.0066998699485896155 48:-0.002007363858720728 49:0.006063371110522213 50:-0.00900768918506686 51:0.008728015960660876 52:-0.014231191491359482 53:-0.006293781129070568 54:-0.0015915751123757012 55:-0.0018998808266783756 56:0.004632115420857027 57:-0.007101135480449102 58:-0.006667012133753928 59:-0.005565193259248538 60:-0.009123007733989656 61:0.008883447174031037 62:0.001084558060386532 63:-0.0070302788175707525 64:-0.009070529333958865 
-1.0 1:0.10740675562306505 2:-0.22994937250484043 3:-0.01325016463290727 4:-0.09514297641964413 5:-0.0030566302278541777 6:0.006804418471457652 7:0.0346854507249504 8:-0.10391933249698095 9:0.04308217593213964 10:-0.11429792621413418 11:-0.0064501784831234 12:-0.027004077208163467 13:0.03833615842715294 14:0.009769075191716079 15:-0.006730967803384541 16:0.04127800028196417 17:-0.02817075433205333 18:-0.01481074417952983 19:0.022635274366191463 20:-0.0029301171069305446 21:-0.03626337156279424 22:0.008740289162546756 23:-0.02868020313373933 24:0.0008991071799427739 25:-0.008733866969871757 26:0.028683178693147234 27:0.02686135056774438 28:-0.02616022138834238 29:-0.004806644058279491 30:0.00258460402132755 31:-0.023888799971647875 32:-0.0010593264141355706 33:-0.0066097359900383935 34:0.00025420949290690543 35:-0.016077872635476644 36:-0.0030231794523985223 37:0.01590484400272188 38:0.007587627808118754 39:-0.0006793571014322864 40:0.010557873741899586 41:0.00930863493562667 42:0.014970325195343775 43:0.00041047671565483564 44:0.01887225597664985 45:0.007111192340770367 46:0.011468077393510901 47:0.0013820568386533694 48:0.007131399239071469 49:-0.004723245023399252 50:0.003854457421782996 51:-0.003855436933921737 52:0.0011486685648864244 53:-0.008894664661249508 54:0.005285801927497287 55:0.0007108133843352355 56:-0.006880435131091459 57:0.0015916124762088805 58:-0.0008419838118173938 59:-0.002618771280997449 60:-0.003646652255990432 61:0.0031369650819440507 62:0.01006931274793943 63:-0.006937080163329126 64:-0.00033691537324541474 
1.0 1:-0.25994290387434604 2:0.03135687884986525 3:0.012623032957593016 4:-0.04406662066561904 5:-0.03999223175029599 6:0.0004899114642375252 7:-0.06455808186491879 8:-0.002754842636512482 9:0.009028966792550313 10:0.03448736889879344 11:0.016600002950097684 12:0.019388967319158325 13:-0.018334225703957013 14:0.022753308125504943 15:-0.019059600046418566 16:0.0231157462228 17:0.04475606258230824 18:0.009283867646457049 19:0.0006440755645341807 20:0.02142144101056144 21:0.017380567817956008 22:-0.0008911855384596719 23:0.00031731290203912584 24:0.0024333926756239252 25:0.0075884362192342805 26:-0.027825714259381733 27:0.018717756432350113 28:0.01311531158106647 29:-0.04358641441337015 30:-0.0159833050590367 31:-0.0014806463252585687 32:0.009812760234455088 33:0.03141885849002653 34:0.011730112572450683 35:0.006296730592431896 36:0.009192040753467395 37:0.012271467874029387 38:-0.0034028391499557054 39:-0.010348423614889305 40:0.01804069772658046 41:-0.013445873475959064 42:-0.004737861357771651 43:-0.006661798896749942 44:-0.014564283576257135 45:0.008577563004263667 46:0.01390944783790387 47:0.0052478850844106546 48:4.643762959262443e-05 49:0.0006633018563632293 50:0.0030838542640536683 51:0.00464831659509703 52:-0.0005738806171697291 53:-0.0005495293725533241 54:-0.005411744296087846 55:0.006552850158321725 56:-0.005620095746685353 57:-0.0032082303480501966 58:0.0036939957319580344 59:-0.0031389450075861576 60:0.008266309789275667 61:-0.003964207195832823 62:-0.0010910708527101904 63:-0.002451601029089997 64:0.0020505094456174356 
-1.0 1:0.011784881772279366 2:-0.2604147268291859 3:0.006342298116901049 4:0.06971522506857418 5:-0.07702534118473983 6:-0.03346769830364768 7:0.035828384001189914 8:-0.05588245357227467 9:0.04317612761513073 10:-0.04843015163201158 11:-0.007265707995607128 12:-0.05901728610106891 13:0.01006120220921519 14:-0.009657748100406142 15:0.04112593782769591 16:0.014180469920889727 17:0.026418989542636724 18:0.0037402248946632327 19:-0.02485454958379482 20:-0.01421683570608207 21:0.011622739414906377 22:-0.02139166416197463 23:0.02973360789876877 24:-0.0041892403606037295 25:-0.00016792368676127583 26:0.004422928870121771 27:-0.008261859268424727 28:0.022440831514206616 29:-0.015104200698737804 30:0.010079325432731859 31:0.015552702620058003 32:-0.007408758285568608 33:0.0012416414251267098 34:-0.006141671130928617 35:0.015651818453630045 36:0.009918830701895084 37:-0.0021476441829953 38:-0.009322910788062015 39:0.0026261561435284853 40:-0.0017876086177947836 41:-0.008273443727111328 42:0.0036003924198962896 43:-0.0025742137723627724 44:-0.005011735151320912 45:-0.002536770622251855 46:-0.0054463702586076265 47:0.0006129077520936645 48:0.0010818083106356449 49:-0.0029210491281820806 50:-0.012443666329638003 51:-0.006837818055684921 52:0.005889940270264925 53:0.010547463433305544 54:0.00119558149528311 55:-0.001638552147285744 56:0.006662177283223937 57:0.0019527130222793815 58:0.020462043128973224 59:0.0002907778399374593 60:-0.006106189019540156 61:-0.009652629694794706 62:-0.002070101093233968 63:0.010063181393682667 64:0.0005794533382361342 
1.0 1:0.17241597362609307 2:0.01973361657648151 3:-0.0845501184452747 4:-0.001483096762522295 5:0.03674220590107971 6:0.08896383874256795 7:0.013044437769942532 8:0.03751565843841824 9:0.006674763768782496 10:-0.01520773399441704 11:0.07795123838178028 12:0.02256443785885256 13:0.03873885872446272 14:-0.014090713687157239 15:-0.002923739065722955 16:-0.004981703761778243 17:-0.0019347085889874077 18:-0.02035161124579535 19:-0.015518046945700248 20:0.0002945425431689717 21:0.03259609400746248 22:-0.052886196146392735 23:-0.04353552089945748 24:-0.008151239626551593 25:0.01369575220986504 26:-0.020573408432061728 27:-0.0032654249727161614 28:-0.015390885032161482 29:-0.007238424020896302 30:0.013441788457969391 31:0.010911991338987237 32:-0.0247491044517702 33:-0.01134626198707378 34:-0.010201649051837085 35:0.0002864896050730711 36:-0.009809318306619722 37:-0.0056408817300379836 38:0.00410156677465922 39:-0.00044264845300644867 40:0.011404764060682528 41:-0.0061533414868290715 42:-0.004647261019540402 43:0.013373929065209948 44:-0.0008192671552940947 45:-0.006231431503516786 46:0.008186081821630654 47:0.0015921548073106473 48:0.0007790874584664986 49:-0.0005560937693599812 50:0.0013238407684851702 51:0.00026945361009846546 52:-7.301112263299187e-05 53:0.0002073208110893541 54:-0.006443980443978588 55:0.006715678769568533 56:0.0031493599564497397 57:-0.002234577951267873 58:0.0034346427166895813 59:-0.00923240626359561 60:0.004255023628302619 61:0.00522818886551321 62:0.0032268935087004782 63:-0.012261021831998448 64:0.000876606293946397 
-1.0 1:-0.26175106904232065 2:0.1439236534915641 3:-0.013838401824184172 4:0.022398911640010254 5:0.16002815629884953 6:-0.06548426229810735 7:0.02476420948687282 8:-0.09451471478464216 9:0.0480925775386537 10:0.018693358740355163 11:0.00485214872561262 12:-0.01956145264480146 13:-0.02805740098228624 14:0.015963136080050025 15:0.0021113783322135498 16:-0.01713508850560233 17:0.03302646493789948 18:-0.05229803326184045 19:-0.006293432894543436 20:0.024645278569384463 21:-0.0014851601667424585 22:0.020549629490361588 23:-0.029671623145572847 24:-0.017748086423390222 25:-0.055213913587960246 26:0.004160873940271247 27:-0.010598637133798876 28:0.006247754329701233 29:-0.010815414418137211 30:0.0031575182335704926 31:0.02080459264105961 32:0.005208690039143307 33:-0.055824048270279585 34:-0.007572327914949713 35:-0.013979550517865659 36:-0.007309141117147337 37:-0.007933706607616064 38:-0.016566652760228406 39:0.004920245317621485 40:0.03535530071960655 41:-0.019709752273972585 42:-0.011153605461195096 43:-0.03703764430964371 44:0.02105102392562022 45:-0.010826138230058104 46:-0.009592035751595129 47:-0.011399259046607303 48:0.01962727836441446 49:0.0010954813360910362 50:0.01212727689946659 51:0.015179142366366714 52:0.0038822656913400713 53:0.00734687282631614 54:-0.005333068217287124 55:0.015923075026190538 56:0.005834613181836094 57:-0.00232380245780385 58:0.00232224827749067 59:-0.005291590854177424 60:-0.020838207518013623 61:-0.0017302513396125914 62:-0.0028630072241590827 63:0.004541141400002184 64:-0.012213602109612948 
-1.0 1:-0.016616041051037575 2:-0.18170005281953366 3:0.10773362228860758 4:-0.0011710862261866033 5:-0.03222098361591092 6:0.029303605860104026 7:-0.05879203876050794 8:0.04021341178593168 9:0.0007914367840891664 10:0.01663565242755063 11:0.033398464908122816 12:-0.037799181081035776 13:0.02331475408437233 14:0.023140943308987846 15:0.012926381125366315 16:-0.005172162576764958 17:0.0020684326326861364 18:-0.029916733235970192 19:-0.0022174285260715904 20:-0.0011986209570829832 21:0.0034438933880846113 22:0.01172876009829162 23:-0.0009920906181698982 24:0.0015574856452857224 25:0.01416611704098694 26:0.020941165522670696 27:0.011277355212539973 28:-0.012333983616665992 29:-0.009675987712883027 30:-0.0026772967046030834 31:-0.0029962074192250773 32:0.007123955433491522 33:-0.011804527984908622 34:0.013251653863354945 35:-0.013788342333599074 36:-0.005394201258337936 37:-0.009874624328257591 38:-0.01895333151280703 39:-0.008226921350215828 40:-0.009624705186986899 41:0.004325209445060225 42:-0.0034144021647439264 43:-0.0016427146950062385 44:0.001850005777264672 45:-0.0042679635066951264 46:-0.00799549043015208 47:-0.008565644987331084 48:-0.002204989938964348 49:0.002303175383871019 50:-0.00583540248522087 51:0.0036397881295314534 52:-0.007981502151386006 53:-0.0030305122123722543 54:0.0052148574345952554 55:0.007898549396161633 56:0.010093882655514433 57:-0.0027806659817013763 58:-0.01176264864670387 59:0.0040716001566647 60:-0.011207277823135648 61:0.010787574293862864 62:0.001088562046068913 63:0.0037518202061777653 64:-0.0006060301111183181 
-1.0 1:-0.08727043068673884 2:-0.1851671945688207 3:0.13205870066881203 4:0.02127541077328427 5:-0.09633049756689538 6:0.005392367141638465 7:-0.10174922714773224 8:0.01678422234242774 9:0.003390029547190117 10:-0.005904220838854779 11:-0.008011456820710139 12:0.020594712334920166 13:-0.007574540839201573 14:0.01496502218253662 15:-0.034191386144276005 16:0.0532529080947935 17:0.02668556656925377 18:0.01740948953995069 19:-0.011201434559229818 20:0.014879110633550569 21:0.014584357336049519 22:-0.004005158491166798 23:-0.01123109162938684 24:-0.015919594315566707 25:0.013657340458370505 26:-0.010335914846585317 27:0.03075515052106574 28:-0.0035820959497354036 29:0.022952694759952798 30:-0.006214037152439716 31:-0.012234037039653811 32:0.010864760848890686 33:-0.01942215815561389 34:0.008455952587866238 35:-0.013816281517227797 36:-0.0033643889194881725 37:0.0052187184362431785 38:0.003722333974979281 39:-0.00619756555386735 40:-0.004857604515730449 41:0.009953379086175277 42:-0.01221672134895831 43:0.0054466771477745535 44:0.0030188470374037674 45:-0.015255875066936255 46:-0.009863751200516139 47:0.0015795405999281982 48:0.002589359372222561 49:0.002549137230618588 50:0.0026160970802996536 51:0.00024014105253701194 52:-1.3838133752571043e-05 53:0.0039001588397513803 54:0.000636850123371684 55:-0.0010289391376691562 56:0.00902078191089851 57:0.0008802657103448609 58:-0.003069248325423465 59:0.008362193322177087 60:0.003401040596206715 61:0.008886850330151267 62:0.0018151087775798377 63:0.014797743929810224 64:-0.0022002076263398403 
-1.0 1:-0.3309562245470134 2:0.09106876459713131 3:-0.08199869692917551 4:-0.0871325023889172 5:-0.163068242011247 6:0.0680153068326497 7:0.001680088407564305 8:0.07794432556614032 9:-0.05194322035130454 10:-0.07707875524845634 11:-0.021304140855353614 12:0.0014683571655193413 13:0.004626682439876323 14:-0.0060331586190920695 15:0.0016745167465237873 16:0.0130924837326556 17:0.014437357341488906 18:-0.006630448457681435 19:-0.0038981324106281364 20:0.013279575428201726 21:0.003164597633756372 22:-0.02548683428449056 23:0.002156920929226149 24:-0.010078507095031088 25:-0.022481844244908015 26:0.014953719057198892 27:0.01569979848857768 28:0.004759068997212963 29:-0.0060864565271066436 30:-0.0006387674936657317 31:0.012442790608413808 32:0.010542709655543898 33:0.005571412791927377 34:0.008143277313962612 35:0.001878101719657084 36:0.005129098136673225 37:0.012466378606122937 38:-0.0007216695003573036 39:-0.0014107203905504052 40:0.0003464987188292138 41:-0.01205560600956183 42:-0.004488874799046569 43:-0.002543364828513004 44:-0.0018276596321517395 45:-0.01284629894019231 46:0.0006915990339819295 47:0.006779372877813021 48:0.01035969253341611 49:0.005499141518991758 50:0.008349640343906742 51:0.0035920821400104138 52:-0.007143152983492784 53:0.0020205462766568413 54:0.0031487719534276475 55:-0.004976733337024969 56:0.001385128857816817 57:0.004283517002454092 58:0.0022353817763273182 59:-0.006843263733424452 60:0.005538315961321679 61:-0.0004147828261790868 62:0.0003368391236604185 63:0.003358935575046777 64:-0.0001513959286288868 
-1.0 1:-0.11771150768465413 2:-0.19446234822032227 3:0.11215145963443343 4:0.09753673257914723 5:-0.1044575783168066 6:-0.012239393717142999 7:-0.009029655915132138 8:-0.044114013581149955 9:0.03214772418391059 10:-0.011724205099750654 11:-0.04892896162614965 12:0.083924139495657 13:-0.04361519185928596 14:-0.03696288646351939 15:-0.04083076570090941 16:0.02581005134414179 17:0.03630504505753476 18:-0.006517405334157379 19:-0.02995285378689937 20:0.05004973204676671 21:0.05319542331537313 22:-0.0011780806927934734 23:-0.008857177535089827 24:-0.023495080133984794 25:0.046042944157564776 26:0.004078410256045063 27:0.0457250241182887 28:0.015264618836591495 29:0.0146809423217905 30:-0.019329175485749178 31:0.017079587915128334 32:0.016197120485733702 33:-0.003403223639271617 34:-0.003555992203343525 35:0.005941669462186688 36:0.0008911467316563386 37:-0.014027016995062942 38:0.015305096210057552 39:0.023273558163628506 40:-0.034362810342300015 41:0.0018442583331699167 42:0.022162395195395094 43:-0.0006636039272888035 44:0.0227346982647603 45:0.007897916578569246 46:-0.0008790741298224988 47:0.0035501513683447302 48:-0.007302397426297142 49:-0.00021035954837519185 50:0.006775631628818559 51:0.004868281827436739 52:-0.0045608075055276285 53:-0.00822052881066743 54:-0.00627543814820607 55:0.007684857792678992 56:-0.005095551091784747 57:0.000610745821034691 58:0.0030747821656631445 59:0.0035728086519390533 60:-0.012177308038203749 61:-0.0016197689776425443 62:0.011049907664828766 63:-0.007216582026130197 64:0.008904698815507265 
-1.0 1:0.07011172074948342 2:-0.26888907515034327 3:-0.04262592207480713 4:0.062259181070644605 5:-0.03135487938250969 6:-0.038093734337237194 7:0.0924285646616583 8:-0.059322061296746637 9:0.018523828265853474 10:-0.06324562591379759 11:-0.02840079268498472 12:-0.02334217112785696 13:-0.007194267993059732 14:0.02263921384560483 15:-0.0059353153016558375 16:0.009192370407129537 17:0.0015348483599512894 18:0.015499103703593586 19:0.02612717071364079 20:-0.0027850553128712487 21:-0.001994129437630856 22:0.0009195935897800722 23:0.008435380433657071 24:0.011339974775553112 25:-0.0016151221425200184 26:0.01523575692909776 27:0.002972284426406206 28:-0.012733423282263161 29:-0.030409054788014533 30:0.00305904919160321 31:0.012814574428270185 32:-0.010023919611381962 33:0.007368751823144844 34:-0.005851857326983749 35:-0.0014926266929886607 36:0.0020305553710155654 37:0.011884253129678888 38:-0.005585041947684052 39:0.013830528853824804 40:0.007037099488352249 41:-0.0003886204795151872 42:-0.0006533722551271574 43:-0.0019534729425334744 44:-0.01169872417468268 45:0.003246815309923476 46:-0.00016457035833572237 47:-0.005052652886717114 48:0.0018250908519068026 49:-0.0007933020376332017 50:0.011308568977808735 51:-0.01268322111750688 52:0.0001301865846377098 53:0.0007383294867413491 54:-0.005826727015259452 55:0.0059030051968008024 56:0.0019377792569318236 57:-0.0008366494499133653 58:-0.002537708111011389 59:-0.006095835296429116 60:0.0039739614233027295 61:0.0006071047713820995 62:0.0036554795664357 63:0.0015104305796870884 64:-0.002142928977395115 
-1.0 1:-0.3397403206103368 2:0.16610164749185571 3:-0.07188387023198783 4:-0.042158727715695066 5:-0.05852583345810809 6:0.05448480188387685 7:0.05864534280055486 8:0.07811265978158229 9:-0.08325079914492327 10:-0.10122687773384914 11:-0.042009831149882104 12:-0.015607860636227093 13:-0.010941570580914729 14:-0.030382734849883523 15:0.04224961810736483 16:-0.06840482026569474 17:-0.03034770748341806 18:-0.05096360375926119 19:-0.012429130048656221 20:0.005910203887322095 21:-0.018065774570544865 22:0.03601147881845193 23:-0.007876540005261227 24:0.013646422625521995 25:0.02060201012523031 26:0.0027433996826290094 27:-0.008326856026254763 28:-0.010399450435633804 29:0.005629851947988988 30:0.0029639484987204843 31:0.015651369718862426 32:0.00625837255942845 33:-0.0027771236104955823 34:0.013492784890362958 35:0.0018175619067284637 36:0.0157870953113403 37:0.013755104292134075 38:-0.0038989980176982234 39:-0.003467562092115319 40:-0.014076496178037752 41:0.015369799068791311 42:-0.010698896261092985 43:0.015817039147844422 44:-0.012695905398769797 45:-0.008521327289772337 46:-0.0044206455063909335 47:-0.007401796624965962 48:0.0063956549643387865 49:0.005045444044503089 50:-0.025761919722974036 51:0.002630829524042602 52:0.007089732229688266 53:-0.014091449915764975 54:-0.009499102239903294 55:0.025096053656495643 56:-0.0020375552236273353 57:-0.009491649170030009 58:-0.0016808606945862264 59:0.004047711044148578 60:-0.004799510898325119 61:0.011846584819998817 62:0.007903522819351355 63:0.0035363727657692894 64:-0.006375649775100446 
-1.0 1:-0.31727359795938564 2:0.11433608240961955 3:-0.06284350777437973 4:-0.015871056671438514 5:-0.09420100766888738 6:0.05160516127970101 7:0.08082469997464391 8:0.04554124254620376 9:-0.028655190343369864 10:-0.053755326552216195 11:-0.03135434094230642 12:-0.02240812691579106 13:-0.021252595089812365 14:-0.0010108466973118534 15:0.010467989091885687 16:-0.01355982101220956 17:-0.007058812009061503 18:-0.03260682683678608 19:-0.033896818395926176 20:0.00237080965973322 21:-0.00048448336230065905 22:0.04530448996744309 23:-0.015925033492950838 24:-0.004114271792190323 25:0.004412885280325471 26:-0.009698638904139079 27:-0.007115294120915487 28:-0.005138439942896546 29:0.019267986134943016 30:-0.000596966201812944 31:-0.0012368976123968926 32:0.00022897789971498914 33:0.013525969753333787 34:-0.0005063901533426864 35:-0.006812956366735569 36:0.008144278141088302 37:0.00283040610723476 38:0.004710395932504412 39:-0.0011833256904776003 40:-0.012033458950923902 41:0.02040972682701524 42:-0.005779449923766875 43:0.0050517841419689 44:0.000250775001782633 45:0.000781635481095604 46:-0.009661407491083891 47:-0.0012523320973830548 48:-0.0036746068261578058 49:-0.0022582730031835713 50:-0.008508698901683478 51:-0.005585491880592211 52:0.00963578107665684 53:-0.003945496763310149 54:-0.009146440838361447 55:0.0014630247243246613 56:-0.004065760445997924 57:0.002702055307227714 58:-0.002882407157402113 59:-0.004696075205659196 60:0.00597086667354184 61:-0.0006529038437419251 62:0.00019109170352165587 63:-0.0013537006388925081 64:-0.004796013388474312 
-1.0 1:-0.019600010550751085 2:-0.20470588414748234 3:0.1262528540332297 4:-0.049968751683692934 5:-0.018303463182245093 6:0.04677686388645981 7:0.04335365275656181 8:-0.045792602411354244 9:0.035632079149501866 10:-0.003093961588426033 11:-0.04645421492813938 12:0.09426961282789778 13:-0.06674414284813032 14:-0.019183222599784562 15:-0.0509560599104674 16:-0.006749163998063523 17:0.02546604265714523 18:-0.0040137623383250005 19:0.00814899518388485 20:0.05148285771178378 21:0.03362199948556511 22:-0.014495166581725918 23:0.006756733020957195 24:-0.0036109864914575397 25:0.050053846243740506 26:-0.008523279213185775 27:0.00664694096591484 28:0.021603839356456222 29:0.00692047193090424 30:-0.011490199956007372 31:0.04260659409003201 32:0.0198814846033319 33:1.9481448285080943e-05 34:-0.008734843532535359 35:0.007506652757088778 36:0.00402538447953165 37:-0.02136668464368507 38:-0.010760826155031688 39:0.026066341852088296 40:-0.02764199621587418 41:-0.011079480067883205 42:0.025960439520464507 43:-0.005703980855699259 44:0.012157593580216803 45:0.015817559824325894 46:-0.004548134994790324 47:-0.0001287576918948194 48:-0.0029355546930720676 49:-0.004863040205325323 50:-0.0038352800060408553 51:-0.0060998114371641115 52:0.004710138160407953 53:-0.013262934006313638 54:-0.008468704826336942 55:0.010012736478587332 56:-0.0024323471116928907 57:0.010023707258084663 58:-0.0007851282819974006 59:-0.005060074057038271 60:-0.013675881079864992 61:0.0005864881539546342 62:0.0003130756741095827 63:-0.002119223133335277 64:-0.0019891159693367316 
1.0 1:-0.22004809340906634 2:0.005397692428762172 3:-0.032691425995923 4:0.0007900223641607281 5:-0.023361359255751044 6:0.01552583237565702 7:0.014065754428367418 8:-0.04896153872010952 9:0.08218171351197054 10:0.08392880078337643 11:0.005309026171255081 12:0.01418557241257751 13:0.0017722087111790488 14:-0.001668015734042896 15:-0.004674653317765762 16:0.015135541842957203 17:0.014023667285886367 18:-0.022263894501236652 19:0.027235865616570914 20:-0.004235054058950104 21:-0.032614150640874126 22:-0.011833495353499457 23:-0.0029428021540746606 24:0.02929830602901788 25:0.004050028448369306 26:0.00018576181291836066 27:-0.02519674951162687 28:-0.009338212174135805 29:0.007571770894889225 30:-0.02454193323875123 31:-0.003571251750666947 32:0.005445723109879533 33:0.008985186939895586 34:0.02674258291982503 35:0.014204934557252937 36:0.00766386499739999 37:-0.004464081771464686 38:0.007848244413087712 39:0.004891786347603887 40:-0.0009119728304424583 41:0.017809388266165273 42:-0.010681904115007336 43:-0.006697524752434198 44:0.007808007083736507 45:-0.009991034365809809 46:-0.010991719262178668 47:-0.007900906792609812 48:-0.0140480045190235 49:-0.0039048908719574267 50:-0.007128293338522659 51:-0.022581949432960165 52:0.005199441223082789 53:0.0009387971532312149 54:0.007412938059873947 55:-0.016203421050928174 56:-0.00606841414308144 57:0.0048870435119257195 58:-0.0004499819440083292 59:0.0034128593444397405 60:-0.0016654141246155163 61:-9.258576649529004e-05 62:-0.0024932023379857526 63:1.4142740711769347e-05 64:0.0019409904666960534 
1.0 1:-0.3061738043150617 2:0.1194636067906471 3:-0.07600787409478395 4:-0.05077907906323255 5:-0.025754669582170743 6:-0.028226039959713574 7:-0.04611577488086756 8:-0.01788250997421172 9:0.012230635761493362 10:0.0035911990517776098 11:0.010025015586384666 12:-0.010131867574459318 13:-0.012231308923854003 14:0.034938668825008824 15:-0.033943489512057154 16:0.027487980674697966 17:-0.0002055114897493819 18:0.06436991274802935 19:0.02080026221029155 20:-0.0034939712003407442 21:0.0029412213607564724 22:-0.03080493234196141 23:0.016147018506082952 24:-0.00013644732476822234 25:0.023516469796551292 26:-0.02036669297446395 27:0.021607386340964353 28:0.007326202512025837 29:-0.016081739067766908 30:-0.001953334274970471 31:0.026583573831259776 32:0.02078360588148547 33:-0.01621342333598003 34:0.008969713602445707 35:0.01467855303020086 36:0.0013569771160657634 37:-0.004903448281726643 38:0.01652021188033966 39:-0.007325079815257723 40:0.026339219755393762 41:0.024909449345174337 42:-0.02280711164057883 43:-0.008044998515990356 44:0.007797072313025378 45:0.0031336767712084298 46:-0.009452601531418418 47:-0.030098692838882415 48:0.005453661633102964 49:0.0006765120573256596 50:0.0021590395114121034 51:-0.008390081824238619 52:0.013364457406586634 53:0.0011645328915173316 54:0.001540856005677796 55:-0.006359368925096309 56:0.006433644893105677 57:0.0008881846831153683 58:0.006864515250613365 59:-0.00014674930330739987 60:-0.001854454217962459 61:0.006894812588648865 62:0.009991519978041381 63:-0.007054902741156341 64:0.004751096871416307 
