-1.0 1:0.10254516608325112 2:-0.19762712817587402 3:-0.0698489637141542 4:-0.03443604384347331 5:-0.002299588324715625 6:-0.033090867598257724 7:-0.027485255770479076 8:-0.025813342457164743 9:0.0010901470034782668 10:0.062040432041105334 11:-0.022476007231415483 12:0.046174184340702536 13:-0.03254393064814225 14:-0.04004521801247039 15:0.017250916968846522 16:-0.018561635855416123 17:-0.010620261608101521 18:-0.028205549785493077 19:-0.0065556180914389615 20:-0.016764761480964917 21:-0.012117018732088064 22:-0.002223915525880332 23:0.003429236714917407 24:0.016970298046401565 25:0.011684359460093077 
1.0 1:0.10004486522097457 2:-0.004319734723148724 3:-0.030110476670085533 4:0.04197385203881336 5:-0.025368687414377727 6:-0.052374751983779805 7:-0.14690516443152943 8:0.014646534457172915 9:-0.012382209315184307 10:-0.07058988314524585 11:0.07931415431475733 12:-0.0203868173783765 13:-0.006456686183828279 14:-0.017893844236207313 15:-0.013058028018220945 16:-0.03786121171835298 17:-0.020305622162932732 18:0.027184021963358423 19:0.0030245195527408356 20:0.01194851686804044 21:0.004241069469179914 22:0.013443421924244203 23:-0.006867322254738675 24:0.004268256245533537 25:-0.006529562641112665 
-1.0 1:0.2514621085027333 2:0.009295677483682367 3:-0.12840422613717017 4:0.23636259609030277 5:0.06787167602397204 6:0.11070664681238201 7:0.06046118118453438 8:0.10989246098547613 9:0.07459458678021494 10:0.0071575900655404395 11:-0.06257361325947432 12:-0.028076269916469367 13:-0.05107463229367645 14:-0.021553771451947812 15:-0.025607931491310933 16:-0.0048774510913831785 17:-0.011035092743648427 18:0.07409786877942846 19:0.054884243521687484 20:0.029924680380857133 21:0.005064416904314022 22:0.036587389601625546 23:0.010318055659515404 24:0.0072914030649469195 25:-0.00032269987081664023 
1.0 1:0.1648635112576552 2:-0.1519278296251297 3:-0.029292939876825037 4:-0.23194186281331158 5:0.08963642231280702 6:0.027551544520533662 7:0.024441741413957083 8:-0.025112740774550613 9:-0.038474716533402446 10:-0.01491444502883367 11:0.04743345779218993 12:0.01882040445833402 13:0.00853305023791152 14:0.02918603750067012 15:-0.02304970405198786 16:-0.022504843768020547 17:-0.03772620406409595 18:0.008464138726359833 19:-0.027374017857271695 20:-0.021962588467319223 21:-0.000350610876944029 22:0.013969378444072604 23:0.010271227978430338 24:-0.013033845814268977 25:-0.018475461584709158 
1.0 1:0.07544358284481568 2:-0.15274596595179613 3:-0.09043788102677609 4:-0.042026188990197715 5:0.05496125149179211 6:-0.02136487333398184 7:-0.09719628878086792 8:-0.0020726385041067983 9:-0.03467301619790402 10:0.0022483375537139597 11:-0.008245424182311466 12:-0.013566654859113302 13:0.029737567523715397 14:-0.02093713097521091 15:0.006852598503665373 16:-0.04020773139680168 17:-0.04172756045561869 18:0.013545728527591835 19:0.028668622818435262 20:-0.004668223072180011 21:0.0006277759249461098 22:0.017562233138224196 23:-0.022166041744483556 24:-0.0008302782384396034 25:-0.0013849414518415214 
1.0 1:0.1356983804803906 2:0.047028009746668466 3:-0.05273684171169296 4:0.09022924815265099 5:-0.06120644441777816 6:-0.18684561485337298 7:-0.0927494335397279 8:0.0707190222556547 9:-0.012491883041415082 10:-0.059947063083173116 11:0.0817416134063291 12:-0.06032519668547224 13:0.001806065267416189 14:-0.0336229313654027 15:-0.0754978258411086 16:-0.04192835651613567 17:-0.010829498324753268 18:0.05292489514340926 19:-0.06224728755016221 20:0.09171131346725732 21:-0.005818385539854929 22:0.00018915509532692332 23:-0.002825090182554557 24:0.058850061927878936 25:-0.007217845108714625 
1.0 1:0.24631199982022986 2:0.12071236027483653 3:0.08703597967300765 4:-0.07380667742149047 5:-0.01099955338221883 6:-0.1828083815802944 7:0.08520748118628729 8:0.11212181105485572 9:0.06872157977898512 10:0.005053253671811538 11:-0.04406470664941316 12:0.020315745120190104 13:0.024346355870298944 14:0.017554414287665812 15:0.026387778705896286 16:-0.0031115445912320086 17:0.011061135519132912 18:-0.007270803233164308 19:0.00631286315671736 20:0.0232685002853534 21:-0.02589548926029942 22:-0.012074148626652043 23:0.006775065740685697 24:-0.03547470141120204 25:0.009807163128264188 
1.0 1:-0.3331710708762238 2:0.15594175062001045 3:-0.06556859001138797 4:0.04935403483961007 5:0.03347914598918854 6:-0.02189761546655767 7:0.07696124296973443 8:-0.04049249831236093 9:0.04308010739603057 10:0.0296367759824182 11:0.0008021440287346009 12:-0.04115012960917521 13:-0.0227430783799717 14:0.010576866102562865 15:0.0007629170372466625 16:0.003774968457524945 17:-0.05337388414342603 18:0.02457699607652971 19:-0.0812844757500634 20:-0.02605435312650861 21:0.025584496051844076 22:0.04060284575890689 23:0.009783684993628436 24:-0.025771105407314386 25:0.016240428595892517 
-1.0 1:0.028496502549977362 2:-0.26754270442649236 3:0.04807586460761147 4:0.0447895615456455 5:-0.05450232687009496 6:0.026703769480398872 7:0.07486823922300946 8:-0.03177844628935046 9:0.060882203100457236 10:-0.028508481439137187 11:-0.006789215392662166 12:-0.06078650173680181 13:-0.004814042092428723 14:-0.01070652416907545 15:0.022296619897163167 16:-0.002270275791118277 17:0.008269011078940628 18:0.016715506469296666 19:-0.019080027569654465 20:-0.008436641983363465 21:0.030649782025124417 22:0.01004968942989155 23:0.023782301369256575 24:-0.012056438631174832 25:-0.0010337015950533154 
-1.0 1:0.29183514702860314 2:0.1568366355399405 3:-0.05455801330277631 4:0.045062916523461005 5:0.02934518299327543 6:0.1323784853963121 7:-0.1382171205578691 8:0.013874069960652567 9:0.10345426299784183 10:-0.06457051573169001 11:-0.048236038809648475 12:0.078549109167748 13:0.011207257844357929 14:0.08307269683214812 15:0.022925368589366828 16:-0.07181876305147054 17:0.023863435050342198 18:0.03876539272555331 19:-0.028722390533845253 20:-0.06504381893645779 21:-0.01720102607427184 22:0.006301938810961528 23:-0.0282690031523717 24:0.017840595849111036 25:-0.02063925719079107 
1.0 1:0.18920336823826395 2:-0.14449449817434068 3:-0.07787349724889639 4:-0.11812114556629588 5:0.13794276525498742 6:0.05177316267366231 7:0.04778839683754049 8:0.05963880055924269 9:-0.0174330031367301 10:0.012010800019694855 11:0.006311464130933364 12:-0.04344718990569481 13:-0.025100976432398704 14:-0.015161091129582615 15:-0.008312857137822652 16:0.02312155520095752 17:-0.017483928751623804 18:0.003293291115038851 19:-0.02948357639092019 20:0.0016981923663788095 21:-0.004960887144860947 22:-0.0051593646403685035 23:-0.0019167787368992231 24:-0.01572305607239026 25:-0.0029597254817724187 
-1.0 1:-0.19752662404076532 2:-0.06303475461453326 3:0.1879607809253502 4:0.11480859072350888 5:-0.0031319600822340907 6:0.02964164289178789 7:-0.032883811779746516 8:0.07868197866784774 9:-0.03812676170310121 10:0.016032686475247283 11:0.004675068622419547 12:-0.028578284740377602 13:0.022375433729193067 14:0.05803056750515995 15:-0.025780376867415737 16:0.0784919521903968 17:0.0005890728740897593 18:0.041921452237903285 19:-0.005718663514509444 20:-0.04321654283351662 21:-0.022836859208935103 22:-0.043215920396160463 23:0.026604819756331013 24:-0.007430338485428306 25:-0.05082703014215516 
1.0 1:-0.3947272795593387 2:0.24384448415076604 3:-0.14534844278915907 4:-0.09476348393337951 5:0.016504637512154075 6:0.036376590136894135 7:0.12901250370336612 8:-0.027403028603066263 9:0.07013730139836725 10:0.05699083864890744 11:0.05573523128552322 12:-0.07498305607694039 13:0.012584380753526202 14:0.02537121034103041 15:0.006821826316846111 16:-0.04588916773679539 17:-0.03902469829911176 18:0.04637477213677687 19:-0.0018167668805767097 20:-0.026322044307146603 21:0.04063135351822757 22:-0.014318688904906667 23:0.02613204139699925 24:0.0020382696333087133 25:0.07372874750704435 
1.0 1:0.3565647747936391 2:0.1669259561720638 3:0.06958908353529915 4:0.027885220875782362 5:0.01058404590688896 6:0.09674403563882075 7:0.11942032713899797 8:0.0069283336498437795 9:0.046106430308388756 10:-0.01322270558684157 11:0.006046143260180034 12:0.027272981015279384 13:-0.05263259803816038 14:0.016382517661230285 15:-0.008483171988187195 16:-0.04920626743519728 17:-0.015567804304489119 18:0.07097230590008488 19:0.02672901395522432 20:-0.008323555914663997 21:-0.027417402053787468 22:0.029897206688149144 23:0.008441824813416255 24:-0.015106342456356434 25:-0.017680055425632044 
1.0 1:-0.3624234841169994 2:0.15051402060677102 3:-0.09414209882970818 4:-0.08632505837376464 5:-0.0044757620940471515 6:0.08109527053883503 7:0.13689535143570564 8:-0.009355885267968569 9:0.03988261005644558 10:0.025484134719530305 11:0.03159053001710457 12:0.0017634635341128371 13:0.045988271592986275 14:-0.014899019562537377 15:-0.009297661462849195 16:0.013434924449408239 17:-0.018486553287636372 18:0.07496810606800436 19:0.018269341505385346 20:-0.025530512690198574 21:0.030725122591850555 22:-0.01677158404323769 23:0.01654474551799576 24:0.006679664763144633 25:0.03394049692205472 
1.0 1:-0.2595459367503457 2:0.06040985170474388 3:0.06861921197346207 4:-0.02972980779147205 5:0.046674827366861044 6:0.04846063947671875 7:0.037687631331120186 8:0.004726855373922175 9:0.011847459176596391 10:0.010679548380900489 11:0.022341003136233217 12:-0.016027698351529875 13:0.014601551558352048 14:0.05268602048956881 15:-0.013648219525851704 16:0.029196028178090205 17:0.060619415301119355 18:-0.007683699262769156 19:0.051024119598269024 20:0.007571082115947664 21:0.0036810385500872234 22:0.004552654744459501 23:-0.010037910009824826 24:0.02614662764556017 25:0.011752837824262214 
1.0 1:0.3721144528922734 2:0.23207363806759027 3:0.12008652943742176 4:-0.13510429619906977 5:-0.023648492064712753 6:0.06840131821687476 7:0.061037578295349296 8:-0.11904804133069273 9:-0.09400973840728721 10:0.07506997917809505 11:-0.04935615706376842 12:-0.054503307661575795 13:0.02858301624861942 14:-0.0398510450502899 15:-0.030221109440624578 16:0.030706812840210807 17:-0.01579210488266195 18:-0.014807378878096657 19:-0.04679931925961445 20:0.059833792446100154 21:-0.03202025312965308 22:-0.0087832028895138 23:0.047891192884340725 24:-0.00033848451805609456 25:-0.004833640340470909 
-1.0 1:0.2487646328560713 2:0.015921569879681952 3:-0.14287150803823312 4:0.12778723271178044 5:0.11029351394664307 6:0.09619734163940222 7:-0.0341122210701922 8:0.1283445972859425 9:0.09293435968676678 10:-0.01394374018524315 11:-0.04821362521495236 12:-0.019829078159850022 13:-0.029339942161063393 14:-0.022677175592309317 15:-0.015018236299476023 16:0.03834702846809983 17:0.0107552483072662 18:-0.03708635098143924 19:0.02811060074056311 20:0.008238105614435304 21:-0.0012000321015748772 22:-0.0015968340924153806 23:0.02108556656264831 24:0.011517355122789515 25:0.007120724471363103 
1.0 1:0.1765145129519361 2:0.024235672406166205 3:-0.076870399688757 4:-0.061923262029888626 5:0.020005979257250804 6:0.06091885434394848 7:-0.06398220535291897 8:0.015330440446587013 9:-0.0023661751329221515 10:-0.018211255467859847 11:0.0810185508326374 12:0.025184846414125477 13:0.02961660959166646 14:-0.009330243579336005 15:0.005674974190015755 16:-0.008641359915242997 17:-0.0017794338265904285 18:0.013513693412759445 19:4.605063033333301e-08 20:-0.011456372791057497 21:0.039329387273927194 22:-0.026344143380409316 23:-0.043999146478502504 24:-0.027622605996989007 25:0.008458029932151577 
-1.0 1:-0.3387797758816262 2:0.1932471784338071 3:-0.10777065071572432 4:0.009442366238176087 5:0.001195667842321755 6:-0.014480971983715667 7:0.06130917099730031 8:-0.01346247924867238 9:-0.013026917261441562 10:-0.04015754031474118 11:-0.02531679208774707 12:-0.02080193763896394 13:-0.029412786757714957 14:-0.019629272645979155 15:0.024111909077759938 16:-0.053020540374782085 17:-0.02638036292751591 18:-0.05359244963762607 19:-0.046459758848123395 20:0.017988244313509406 21:-0.00513559168495028 22:0.07023855326459846 23:-0.031862689594239414 24:-0.010402273214190584 25:-0.006383500342036934 
-1.0 1:-0.06687096975944436 2:-0.2181894292572003 3:0.13667642047262246 4:0.04234499056483848 5:-0.08475883867933381 6:0.024615911532847274 7:0.00920631819342118 8:-0.03379579141155715 9:0.03603431264030514 10:-0.00415901223098674 11:-0.043922775871777946 12:0.07898053696238685 13:-0.04731907955891089 14:-0.017003186001942144 15:-0.04528724029698922 16:0.018877951181293602 17:0.04329227970714809 18:-0.0035222635237938567 19:-0.0024423465947981697 20:0.046928796075349145 21:0.041575119435677335 22:-0.0035687008509269515 23:-0.003661161951211772 24:-0.008625716530948306 25:0.04697767943477617 
-1.0 1:0.05903447370698358 2:-0.2583524056356252 3:0.0006435567178106581 4:0.02914024337670572 5:-0.05145561154334763 6:-0.01708347883721689 7:0.055870619204821906 8:-0.05284553640504394 9:0.014091630834247432 10:0.039055553291615405 11:-0.033919995995984956 12:0.04330320449826763 13:-0.04753467454189317 14:-0.0017593027302395814 15:-0.006601275649564404 16:-0.02766864898632778 17:0.006137698048716257 18:-0.011451017622123562 19:-0.0037713199790739113 20:-0.0029846053250601402 21:0.010286011175576898 22:0.0003401221190720103 23:0.011839052548387075 24:0.011941490352768725 25:0.011103072598625108 
-1.0 1:-0.28129966721708266 2:0.00940267696201863 3:-0.028320173201096952 4:-0.05962859363822279 5:-0.1282202877456501 6:0.1443742999588878 7:0.16394051334336127 8:0.07273209127244727 9:-0.03477311400027883 10:-0.016941448285206696 11:-0.030396320684179665 12:0.0293777934086159 13:-0.00880036104436175 14:0.016349747714254667 15:-0.015987424155298094 16:-0.00870485941787269 17:0.05272342159344698 18:-0.0049805179379856755 19:0.05278244772701366 20:0.010555710659013385 21:0.02053043565530562 22:0.013912024840073315 23:-0.006373777540906095 24:0.02764607861922131 25:0.0012775134732051548 
1.0 1:-0.24661873640527338 2:0.019898736631321287 3:-0.067272938720296 4:-0.014548931517249772 5:-0.08126304103393073 6:0.029197664014820355 7:-0.01370896300052573 8:-0.02472295093571162 9:0.09823680140787408 10:0.09876260526172943 11:0.001943460787630323 12:0.009022867533871194 13:-0.01013234310276459 14:-0.03980878192317467 15:0.002778086679284048 16:0.004433943688066901 17:-0.01752991923955137 18:0.0026261973691235688 19:-0.004990459062358746 20:0.0033187013494873144 21:-0.03593428120089353 22:0.009979417127645919 23:-0.014715077306412335 24:0.010553690092305876 25:-0.02436533222208721 
-1.0 1:-0.314487523027542 2:0.15977960714366102 3:-0.08930736176465814 4:-0.0811131937231783 5:-0.06434094316189039 6:0.03038164983923035 7:0.006262078657778194 8:0.05699234944442668 9:-0.0664472052977668 10:-0.089106139952852 11:-0.029381423886472878 12:-0.020065410081439992 13:-0.017190403659124758 14:-0.012912623246583713 15:0.03493733987657724 16:-0.06905335899572188 17:-0.012652717641977305 18:-0.05060715290007711 19:0.012456948803781544 20:0.016377058127374777 21:-0.01853508920224278 22:0.015121319511951795 23:-0.0024680698270611455 24:0.015151035871717511 25:0.02773652519870593 
-1.0 1:-0.1556188358341832 2:-0.11448107307082507 3:0.2524961753142422 4:0.14746429573982064 5:-0.04721521365814285 6:0.07562644486309533 7:-0.03923225010346283 8:0.14691777886347027 9:-0.049211467323726305 10:0.10915476731395866 11:0.03090210366771167 12:-0.0175478907330227 13:0.007787465084021856 14:0.06629601994849685 15:-0.03741300773265159 16:-0.024318554058840973 17:-0.06261229165044765 18:-0.01856197172227382 19:0.00018103168369441695 20:0.011148288987747085 21:-0.0018011012627519897 22:0.025960873836434122 23:-0.023066090960357333 24:-0.00930619329037602 25:-0.002747062620941869 
1.0 1:0.0767696184388241 2:-0.14558175436883058 3:-0.09460081877204232 4:0.0067019452686154675 5:0.05734791775650242 6:0.05830884439228359 7:0.1636766884161114 8:0.031433212438400186 9:-0.02603962599579627 10:0.06032588575505834 11:0.01849229848550398 12:-0.002926486207836629 13:0.04294621750581686 14:-0.0009757880343435228 15:-0.002598442007705662 16:-0.03812512859201224 17:-0.023930820757297664 18:0.03881961768645422 19:0.06162117104152433 20:-0.005241675684678643 21:0.00899542553637082 22:0.017466941719678296 23:-0.0067054430337559305 24:-0.0033115688068037982 25:-0.010309736871126879 
-1.0 1:0.10718481016743647 2:-0.23832457636235393 3:-0.03798060112489994 4:-0.04536665560789807 5:-0.0024199199047308384 6:0.0038848127316182136 7:0.07003990234350875 8:-0.09896882183106442 9:0.03227332657418919 10:-0.11117972740492954 11:-0.02027443003764628 12:-0.02153769388832296 13:0.03316932207120118 14:0.02538241833555457 15:-0.02749035707535491 16:0.04605806395165041 17:-0.03672653062071172 18:-0.006570136499176829 19:0.025924401561875254 20:0.01484086481561186 21:-0.03214477392363517 22:0.008360261572440256 23:-0.03596885182958367 24:-0.004946188123232314 25:-0.0013436785616712365 
-1.0 1:0.30336023239577886 2:0.06325944237415962 3:-0.13148350025160524 4:-0.10020291371400293 5:0.14120066962199104 6:0.1377735821784926 7:-0.11276196681614067 8:0.1030092729781193 9:0.07946814921453314 10:-0.01855987918433439 11:-0.014946899633199003 12:0.021795835037762792 13:-0.021165569898895897 14:-0.007498480071610705 15:-0.005847209794012053 16:0.009578609309546559 17:0.0019510439577523214 18:0.03490692261062386 19:-0.01371115639589417 20:-0.011940342276084755 21:-0.005780001059035922 22:0.03757802213091183 23:-8.704963093515879e-05 24:0.0005443836304196664 25:-0.0031815512653457674 
-1.0 1:0.11638008263321321 2:-0.29057690817243154 3:0.11283367137652735 4:-0.02945101417615491 5:0.003943269873667499 6:0.10462871684784245 7:0.21034884777334992 8:0.0113547272544308 9:0.05288843679780762 10:0.009102807453646097 11:-0.008446685577463805 12:-0.0886939766704849 13:-0.05811251304513824 14:-0.003357518105312589 15:-0.00199212615498228 16:-0.07764880753318301 17:-0.017520596925592005 18:0.10674826371517804 19:0.06375110620715908 20:0.017479346220365715 21:0.04535852897073619 22:0.009437169017619361 23:0.022467716793734212 24:-0.003379065733293797 25:0.0030184445286420766 
-1.0 1:-0.11400485825368448 2:-0.14105478020926385 3:0.13107837503855194 4:0.04871009384884506 5:-0.058580481455904 6:-0.0017460727374498325 7:-0.09087760039892719 8:0.023878877488932415 9:-0.00879366702459073 10:0.000823186482885617 11:-0.002701655109757264 12:0.003636193174684048 13:-0.003912201047734825 14:0.01578983433864339 15:-0.010526716082280374 16:0.03263370241805575 17:0.035334556808036 18:0.0028630951587666695 19:-0.024803714408121562 20:0.010165504059581327 21:0.02532149385316278 22:0.00019019062261505914 23:-0.0022290218691431926 24:-0.027287799924320164 25:-0.037574554102509795 
1.0 1:0.15924142378390596 2:-0.019632318260665593 3:-0.002501609212720403 4:0.08059129493298639 5:0.02972997097659992 6:0.03489534358405447 7:0.02948899927012428 8:0.02735053689863815 9:0.016122927642077695 10:-0.042817243948629895 11:0.0859022328544391 12:-0.020938017211558517 13:-0.02647190573521169 14:-0.006615246494729655 15:-0.005654795565181874 16:-0.01743532125754304 17:-0.040135302414102125 18:-0.02302120398292787 19:-0.006809512924396978 20:0.012271912821326364 21:-0.0009700172561924805 22:-0.028188213537763226 23:-0.010319291231583191 24:-0.0061034591931873345 25:-0.010064230394324997 
1.0 1:0.31727885633855607 2:0.16228403669724517 3:0.006315338765905185 4:0.01933991435498792 5:0.005443314521005299 6:0.08121682446033462 7:-0.010956005589370165 8:-0.017100026448923018 9:0.015440507447240239 10:-0.03142073558841117 11:0.045019137098256334 12:0.0231105600324289 13:-0.03649423394151911 14:0.013930354714791062 15:-0.0003548328841502073 16:-0.004102310669855649 17:-0.0008180613058246036 18:-0.013460937386077801 19:-0.01451504385383081 20:0.014964892199600711 21:-0.02391972819667943 22:-0.02503010708335797 23:0.02878986960538129 24:-0.014056570417697159 25:-0.006179972398634124 
-1.0 1:0.010994043195600336 2:-0.2083161637932323 3:0.16643792807922533 4:0.03882808870390139 5:-0.01819575924692172 6:0.0883403010604245 7:0.054689063506909226 8:0.056742192409163936 9:0.01758313908897667 10:0.04035487733122802 11:0.023303690502798482 12:-0.06300050750878142 13:-0.0033081227157367114 14:0.024241646264531364 15:0.0073933183160005975 16:-0.04822987464969523 17:-0.013789572542062482 18:-0.0005426959869288782 19:0.02650437328908468 20:0.011622861113870519 21:0.018419919199290154 22:0.0317618788843053 23:-0.0027592449575881348 24:0.0026503217267720073 25:0.01553146227321129 
-1.0 1:0.09218715918259662 2:-0.25579659473925703 3:-0.011696153316582098 4:-0.0885252233556325 5:-0.002383153546974815 6:-0.006162374264756975 7:0.043437815329568655 8:-0.08246803218152063 9:0.030885081736428562 10:-0.09455529554357912 11:-0.005700536171562114 12:-0.03345321233364882 13:0.019953172298868324 14:0.014749725012906941 15:0.010299464210880281 16:0.029020391450496518 17:-9.293316066584512e-05 18:-0.00036132083460455044 19:-0.008422937778682221 20:-0.008104592742238143 21:-0.01406125201323427 22:-0.0037950588780054596 23:0.0025557797468847357 24:-0.0024282144212991272 25:-0.007627594924481658 
-1.0 1:0.1609181215418211 2:-0.24756289947972454 3:-0.05016523564930672 4:-0.20422483304018083 5:0.05875504545701684 6:-0.005838045724856827 7:0.11013948173781907 8:-0.08968019214035446 9:-0.041901259730052126 10:-0.07295382061395642 11:4.1564835442965686e-05 12:0.09958765212989967 13:0.024211051448097022 14:0.139294940832539 15:-0.10366327906776926 16:-0.038510250520854154 17:-0.054155135233572085 18:-0.07190688412801755 19:-0.018563020808023183 20:0.0162912981992361 21:0.07143339040167365 22:-0.006100044775839716 23:0.09053867569115429 24:-0.039306689574985655 25:0.02045186901068282 
1.0 1:0.26734459812645595 2:0.13343434128907877 3:0.06169428959179751 4:-0.17884608082445166 5:0.011871758633703277 6:-0.14460281392017277 7:0.022678506749478047 8:0.1015217058542831 9:0.05054361488943589 10:-0.001954252568704751 11:0.001051609552211558 12:0.02132682864916189 13:0.03114800765292153 14:-0.014411363648206688 15:-0.016550589109675315 16:-0.0086252126753792 17:0.026679777092842413 18:0.004376422397519588 19:-0.018109875861123125 20:-0.0050199572195315095 21:-0.043554652293696705 22:0.026639508773554137 23:0.017305508771394827 24:-0.06739842855328132 25:0.011921693676539145 
