-1.0 1:-0.3145181153467389 2:0.10257576966536196 3:-0.0714391853922773 4:-0.051624544513108994 
-1.0 1:-0.004337409565123681 2:-0.19446371088106087 3:-0.037738583732941 4:0.14544526334759456 
1.0 1:-0.22506920362722063 2:0.0002003691789106499 3:-0.05618405871831272 4:0.03398817106690772 
-1.0 1:-0.2751486181587332 2:0.09980460767237735 3:0.0006782933935309578 4:-0.009271369454855948 
-1.0 1:-0.019325783488784064 2:-0.24411295261453175 3:0.10397635985519904 4:0.03170365690264178 
-1.0 1:0.1426586487255314 2:-0.22031724927683546 3:-0.1435923928398508 4:0.06255436837737359 
1.0 1:-0.27622881967079616 2:0.11685742168059107 3:0.001185517486991288 4:0.00336706225553955 
1.0 1:0.23147646036499858 2:0.009004030551427185 3:0.02183828339187599 4:0.11787043777260224 
-1.0 1:-0.2606546388822062 2:0.06093978959135449 3:0.08356010079998988 4:0.12062682606914342 
-1.0 1:-0.1749675674192499 2:-0.03901289007662114 3:0.18192558347884485 4:0.05228155145757617 
1.0 1:0.10679000451364182 2:-0.163670879912446 3:-0.12014117488045481 4:0.07689170848320087 
1.0 1:-0.03941047166836401 2:-0.12754985166960575 3:0.04727763333034836 4:0.0053094178615943274 
-1.0 1:0.1262700730572981 2:-0.2157200388063697 3:-0.09023853737242284 4:-0.1276704087678358 
1.0 1:-0.049595159024395104 2:-0.12858556682481595 3:0.05100072388857354 4:-0.0025881116874547786 
-1.0 1:0.07943732865927056 2:-0.20738451883562645 3:0.13090541391258295 4:-0.15965792639281465 
-1.0 1:0.11853935456904154 2:-0.2916731576426805 3:-0.007266980230093183 4:-0.02494429782234963 
-1.0 1:-0.004628605148053265 2:-0.17631298959781377 3:0.1193822171660118 4:-0.00550793373996049 
1.0 1:0.22202590839568642 2:0.11024224130375049 3:0.09832982375947273 4:-0.11155384080287194 
-1.0 1:0.3114982892715281 2:0.06389951200462324 3:-0.10040083604594124 4:0.025687433726316423 
-1.0 1:0.25824189649048723 2:0.09105008043463031 3:-0.0669279331593513 4:0.18339086704619464 
-1.0 1:0.09367177080147172 2:-0.23593215103821655 3:-0.02597483593367368 4:-0.07979791265925525 
-1.0 1:-0.16467373004201485 2:-0.026149021428526584 3:0.12343688768850837 4:-0.012720304767165739 
-1.0 1:0.00393202131084594 2:-0.18187621120419048 3:0.22424325123599925 4:-0.08994060542766633 
1.0 1:0.29491906228388276 2:0.1112976484180935 3:0.0837915505443329 4:-0.09453614298114614 
1.0 1:0.3121368193836896 2:0.2136067905064823 3:0.07443958678816577 4:0.011409530526565455 
1.0 1:-0.3665449158726215 2:0.22984972558232952 3:-0.1417054751273057 4:-0.07728603050550345 
1.0 1:0.17795910012805968 2:0.10642162608390426 3:0.004469402651173113 4:0.018536866819646728 
1.0 1:-0.011327436850740566 2:-0.12396686423536458 3:-0.08093874451712466 4:0.02658870792436551 
-1.0 1:-0.2677561077830843 2:0.10244269378181124 3:-0.004270388240848695 4:0.08464641469516632 
-1.0 1:-0.023077024942928376 2:-0.19244781256717375 3:0.2524186081818999 4:-0.0077826668690166075 
1.0 1:0.24358030573334846 2:-0.1453032756707929 3:-0.1616467271503912 4:-0.02524782116701551 
-1.0 1:0.32738453624831265 2:0.13372376136475736 3:-0.07525158435542617 4:-0.06738432765301858 
-1.0 1:0.20079435832327824 2:-0.2201077890353888 3:-0.21035688574978467 4:0.008293754776005241 
-1.0 1:0.24592066545789276 2:0.07762571486344495 3:-0.1330700644120846 4:0.05654564673843236 
-1.0 1:0.06073613688553902 2:-0.24263297575668707 3:-0.06450285637823272 4:-0.005153722175745872 
1.0 1:0.09878572860280287 2:-0.19536142921570407 3:-0.08912133015382191 4:0.037398558090992004 
1.0 1:0.3096356241618173 2:0.19990079704031533 3:0.10280409219229483 4:0.004140828125567399 
-1.0 1:-0.3587971750822825 2:0.10951116336336085 3:-0.05919525622057441 4:-0.07515067468831207 
1.0 1:-0.05574206601642376 2:-0.10733942666777288 3:0.09277586123760839 4:-0.033341511834907515 
1.0 1:-0.33377447968065765 2:0.15428134358194778 3:-0.12592414068256214 4:-0.07650557735854871 
1.0 1:0.3088209667813509 2:0.2040675406281427 3:0.06120381070818725 4:0.017989763937414357 
-1.0 1:-0.29421021481206694 2:0.06927679498738117 3:-0.09217386579941107 4:-0.10940052398759004 
-1.0 1:0.055099719326394875 2:-0.2295856703411842 3:0.03941600118838594 4:-0.036882174370665384 
-1.0 1:0.3468262301415674 2:0.1127917797168652 3:-0.0314800543141075 4:-0.020477399949930173 
-1.0 1:0.29183514702860314 2:0.1568366355399405 3:-0.05455801330277631 4:0.045062916523461005 
-1.0 1:-0.36576860385862814 2:0.1265095315643551 3:-0.09477718252482081 4:-0.10761940518844136 
-1.0 1:0.04589202372516173 2:-0.2578091858075757 3:-0.02449746929942833 4:0.05152865054667128 
-1.0 1:-0.20475283107790995 2:0.012731023451940908 3:0.164004027658128 4:0.1296565400393231 
1.0 1:0.3303253974967611 2:0.1557234820517367 3:-0.016837219866078133 4:-0.05969907104464475 
-1.0 1:0.3384785089033426 2:0.20585859776871368 3:0.03584532055369232 4:0.00578441440776228 
1.0 1:0.03469573479351927 2:-0.09605456754373602 3:-0.08575289793955261 4:-0.11707972689114067 
-1.0 1:-0.16699078473248738 2:-0.03388056329927522 3:0.17728410776995768 4:0.05502404695004724 
-1.0 1:-0.26388893781921857 2:0.0975452957852848 3:-0.01512499434850052 4:-0.0889122502893419 
-1.0 1:-0.2905436128444539 2:0.13090540620070495 3:0.01372855689897844 4:0.021972424228118972 
1.0 1:0.18084002264745672 2:-0.013507713100482589 3:-0.03030669702472464 4:-0.024925560539871675 
-1.0 1:0.2400812004664718 2:0.06279827394841093 3:-0.1339789028831653 4:0.11926967266334654 
-1.0 1:0.11638008263321321 2:-0.29057690817243154 3:0.11283367137652735 4:-0.02945101417615491 
-1.0 1:-0.33991835909915213 2:0.09457511576104971 3:-0.05890750058983965 4:-0.04066952825293678 
-1.0 1:0.3304183255602705 2:0.10112920048886281 3:-0.04647309979264806 4:0.04574146886702256 
1.0 1:0.3104675929697246 2:0.18913159059701948 3:0.046495802289352316 4:-0.1607315412062323 
1.0 1:-0.2595459367503457 2:0.06040985170474388 3:0.06861921197346207 4:-0.02972980779147205 
1.0 1:-0.3011190371975988 2:0.13890638034064923 3:-0.01982098063218049 4:0.040673699593873375 
1.0 1:-0.07660378209764705 2:-0.08459695462979341 3:-0.05946539725238156 4:0.05722619832078005 
-1.0 1:-0.29399600394653824 2:0.17789675835366034 3:-0.10860509908145415 4:0.005536818739799769 
1.0 1:0.3083405719362176 2:0.1593022300450713 3:0.04273513176574076 4:-0.10869378191739215 
-1.0 1:0.032272402125705674 2:-0.22325200910895443 3:0.11000023196711753 4:-0.0669995118345636 
-1.0 1:-0.2575757593301433 2:0.10016659857326735 3:-0.02788197655724511 4:-0.10108967717199858 
-1.0 1:0.05525690168961864 2:-0.22537318031117454 3:0.03397084067314962 4:-0.08023748266004574 
-1.0 1:-0.3387797758816262 2:0.1932471784338071 3:-0.10777065071572432 4:0.009442366238176087 
1.0 1:0.14880911932343643 2:0.0070026778257116645 3:-0.0942313256619331 4:0.09050497190119969 
-1.0 1:-0.1599143919988371 2:-0.028102880972847313 3:0.20519375384413785 4:0.023597538506635013 
-1.0 1:0.28879743151405546 2:0.0861143625730833 3:-0.09521380617874531 4:0.08738130000274835 
1.0 1:-0.001831553468705512 2:-0.13473739397558446 3:0.032339930793676454 4:0.034485812005137936 
1.0 1:0.0987641392911453 2:-0.1766193344958586 3:-0.14666514816009546 4:0.14230029650887036 
-1.0 1:-0.31703244783392465 2:0.1020310084651192 3:-0.08223907235748196 4:-0.10180431618577507 
-1.0 1:-0.03335292578212751 2:-0.2251358727381294 3:0.16034583480272252 4:-0.038883082658722375 
1.0 1:0.2159858110572208 2:0.027064380034620354 3:-0.052927410919788545 4:0.04589711378037206 
1.0 1:-0.2806090988401816 2:0.03196134537068153 3:0.02491596042361682 4:-0.01600393939247473 
1.0 1:0.18015319507143523 2:0.10798351455414784 3:0.0768883420985279 4:0.005307483226177308 
-1.0 1:-0.21034016671273745 2:0.09003355120576344 3:0.0865209391801559 4:-0.020422550001610376 
1.0 1:0.23548209835900505 2:0.04830956065590709 3:-0.027015256751297824 4:0.08150355111250768 
-1.0 1:-0.08936087057042677 2:-0.1418390159947391 3:0.14911865273311728 4:-0.033376867179217014 
-1.0 1:0.1300374249718574 2:-0.2201759679527672 3:-0.04291436935458808 4:-0.012200357537569172 
-1.0 1:0.01975981757356622 2:-0.19452563946510285 3:0.051440077938566295 4:-0.08412714442589314 
-1.0 1:0.28065875393211037 2:0.19991012440646957 3:0.03709064943239146 4:0.10331353800653212 
1.0 1:0.29099989026479456 2:0.14444885054077794 3:0.059085956955582816 4:-0.026714022315659655 
-1.0 1:0.09522423854239916 2:-0.24493843529913167 3:0.01319183014090445 4:-0.058822099575175965 
-1.0 1:-0.000936261021920624 2:-0.25241777528734705 3:-0.0018841767594210638 4:0.13816736715671357 
-1.0 1:-0.2584876795259962 2:0.17026970066859598 3:-0.1068102919553911 4:-0.04636120405455774 
1.0 1:-0.2881100830202143 2:0.1566518279759183 3:-0.09489410615311154 4:-0.04831248036151434 
1.0 1:0.18917536258749115 2:-0.016889734654156142 3:-0.09264971398037336 4:0.06630795634577064 
-1.0 1:-0.022999608542899414 2:-0.18788135349837395 3:0.1419121759629777 4:-0.11949572487988407 
1.0 1:-0.322563517472569 2:0.1388949666831128 3:-0.04514297240574305 4:0.02169618610942095 
1.0 1:-0.0764585892572644 2:-0.11373031818143191 3:0.10209308856956517 4:0.022183305723503653 
1.0 1:-0.3013423650674246 2:0.10864325786765935 3:-0.10867794975016341 4:-0.04234598991041759 
-1.0 1:-0.20987349165017968 2:0.009220691260805079 3:0.12551483791699491 4:0.057838872163539064 
-1.0 1:-0.2455971451878443 2:0.09222276664004125 3:0.006873238698949291 4:-0.0750182713100955 
1.0 1:-0.0666021006040213 2:-0.17173933815195783 3:0.0930494090887257 4:0.12177125006249911 
1.0 1:0.14183413636046516 2:0.06056917546909465 3:-0.10708818328354912 4:0.037542472933600725 
-1.0 1:0.2453358840310698 2:0.19333346166917043 3:-0.031249672619026118 4:0.08694394078019249 
1.0 1:-0.2656928890298945 2:0.10381492448463789 3:0.010889595536968255 4:-0.029130119388423456 
1.0 1:0.16225549428104089 2:0.02887448362789829 3:-0.09821156887452649 4:0.03014571349230747 
-1.0 1:-0.0678486334514899 2:-0.11027717248517009 3:0.2618829160345787 4:-0.06229391522659383 
-1.0 1:-0.08378859474636302 2:-0.21164449492108126 3:0.19112025350249742 4:0.10330447405189612 
-1.0 1:-0.04904157798554663 2:-0.14467749110860217 3:0.1136568785200208 4:-0.14398029696515355 
1.0 1:0.16582762718965793 2:-0.008361719998161751 3:-0.09096638615906472 4:0.03311324069340517 
-1.0 1:0.1303417349756762 2:-0.21003805002535939 3:-0.025017767901510946 4:-0.07413336242292619 
1.0 1:0.2150873730582173 2:0.026222080900885927 3:-0.045221443621053084 4:0.04396394435178886 
1.0 1:0.12546235682978474 2:0.035589861716764176 3:-0.049264572494593414 4:0.12904049714018906 
-1.0 1:0.048775296234825745 2:-0.2206096056005385 3:-0.03423135770193525 4:-0.04540385861980528 
-1.0 1:0.07701484993072373 2:-0.2073227915281774 3:-0.07009430572639706 4:0.06985139953938063 
-1.0 1:0.31455016942407305 2:0.21345629753852313 3:0.08638566726242466 4:0.044127477742977886 
1.0 1:0.2386158576899842 2:0.12205959370976507 3:0.08786269815255068 4:-0.12123558741839678 
-1.0 1:-0.16683506803309975 2:-0.08536259078748479 3:0.14926282553037337 4:0.08618981016228205 
1.0 1:0.19155446439266313 2:-0.020868635939178273 3:-0.0422120868602231 4:-0.0602492478355563 
1.0 1:0.02933943659363119 2:-0.1180849513199187 3:-0.14597489995836788 4:0.12719992218197906 
-1.0 1:0.028496502549977362 2:-0.26754270442649236 3:0.04807586460761147 4:0.0447895615456455 
1.0 1:0.10724009965356315 2:-0.14086967886721255 3:-0.11252554638630809 4:0.024311061203178407 
-1.0 1:0.013330448760860175 2:-0.25203792253806134 3:0.062598399399655 4:0.09801338670516102 
-1.0 1:-0.310144988434615 2:0.15098957672979846 3:-0.03619239110496295 4:0.05588285942456226 
1.0 1:0.28695481731782946 2:0.15711531783864666 3:0.04475862138568876 4:-0.11915376892462283 
1.0 1:0.2675169082287513 2:0.12231779096970674 3:0.10020458218007494 4:-0.22664085945449533 
-1.0 1:0.2496088618495378 2:0.10057102691673206 3:-0.08819942597769864 4:0.0549141850462314 
-1.0 1:-0.2506527711991604 2:0.10291260634244474 3:0.028406627993714153 4:0.03584448943438126 
-1.0 1:-0.22806941595906885 2:-0.024490088714438567 3:0.12679644467911363 4:0.12515795103941324 
1.0 1:-0.04775606735704802 2:-0.1303994073230385 3:-0.007507835151669622 4:0.09635163765170154 
-1.0 1:-0.2764551986683284 2:-0.007002140670027697 3:-0.11851158193806087 4:-0.08305352037951047 
1.0 1:0.24908172750387425 2:0.1655358077652478 3:0.026985806054402997 4:-0.009473982904284015 
-1.0 1:-0.16755974187192457 2:-0.05675510906826683 3:-0.1178602528223084 4:-0.012074951909470404 
-1.0 1:0.015452107302874765 2:-0.2601716293367065 3:0.04295795503044531 4:0.06008722011547797 
-1.0 1:0.30175617510449604 2:0.22227643723623233 3:0.059153825636507756 4:-0.0659289437392698 
1.0 1:0.2391937363200031 2:0.08717825119536139 3:0.05743044349778234 4:0.07627689470590818 
1.0 1:0.1542210149241925 2:0.034375300157371176 3:-0.0981498929647799 4:-0.037099750909929466 
-1.0 1:0.3183520779068405 2:0.2163785030861743 3:0.08773492781502479 4:-0.1517341381631464 
-1.0 1:-0.36557498158042734 2:0.1648115436482401 3:-0.09199851545271709 4:-0.08915657163554461 
1.0 1:0.045954269288705975 2:-0.14913618457519365 3:-0.08706522123265065 4:0.020197632903175375 
-1.0 1:-0.2698921333357469 2:0.09234048611951075 3:0.06789772019479767 4:0.08259201577258378 
-1.0 1:-0.32356306453150985 2:0.1339845147781833 3:-0.07333199185301945 4:-0.06313370139963259 
-1.0 1:0.290935687167001 2:0.09395069324839618 3:-0.057469064706770566 4:0.04312417452968642 
1.0 1:0.18378294758002217 2:0.11081834085062515 3:0.07504052590627489 4:0.1263578789184956 
1.0 1:0.281466377024117 2:0.2144093906225868 3:0.0902438295290961 4:0.037428075397795725 
1.0 1:0.03173871702971833 2:-0.14502516467996068 3:-0.09536858550769928 4:0.006808180986434518 
1.0 1:0.10004486522097457 2:-0.004319734723148724 3:-0.030110476670085533 4:0.04197385203881336 
-1.0 1:-0.33650214719170224 2:0.10702094514518144 3:-0.04679196233625653 4:-0.06173543631706757 
-1.0 1:0.251079187266068 2:0.045819135565649725 3:-0.12799565005901503 4:0.11773338430960303 
1.0 1:0.3184352705213597 2:0.15346030157184615 3:0.04058554507965138 4:-0.09781690340199299 
-1.0 1:0.29594773368271676 2:0.09936722222658119 3:-0.057978201346729895 4:0.033020375426915945 
1.0 1:0.23826616149688218 2:0.03665188435969186 3:-0.14114081283378388 4:0.08515655347397096 
-1.0 1:0.2657022578611636 2:0.21726516582268124 3:0.04730220097148652 4:0.03358002714948647 
-1.0 1:-0.3019814339646575 2:0.11577044939042976 3:0.03648762418989689 4:0.08635607077533783 
-1.0 1:0.36446073111742605 2:0.2025016757705697 3:0.07026292211578006 4:0.10023450888045587 
-1.0 1:-0.09829212079044301 2:-0.08383130851344672 3:0.19729848782240003 4:-0.07653680107094976 
-1.0 1:-0.27294202190862926 2:0.05522753197281427 3:-0.032276727860810435 4:0.0027702969086210137 
-1.0 1:-0.03965435466402298 2:-0.2057662206901427 3:0.10958257570498087 4:-0.0012946332459804442 
1.0 1:0.30737844750601584 2:0.17567165126985002 3:0.024856364330346922 4:-0.06351767349881768 
1.0 1:-0.25425835461665164 2:0.14608100713594252 3:0.04464548606345381 4:-0.052016529416241984 
1.0 1:0.3303591252335132 2:0.18722040848762989 3:0.05370767798267726 4:-0.2322208178157605 
1.0 1:-0.29464309726033017 2:0.13862820626519992 3:-0.06644936247547281 4:-0.026645385937686436 
1.0 1:0.3402502123682756 2:0.2194385428919836 3:0.09345678324149177 4:-0.16267107829855176 
1.0 1:-0.007821382781377742 2:-0.13863712319675858 3:0.015801075840387112 4:0.04356257572384878 
-1.0 1:-0.2950633300082272 2:0.1044279756062641 3:-0.057286795785694816 4:-0.10297475276816467 
-1.0 1:-0.2935648483198009 2:0.08692983677059957 3:-0.0682776121912079 4:-0.10713545124001275 
1.0 1:0.2570418352224856 2:0.16107723583498407 3:0.06184776612770683 4:0.14120610320020557 
1.0 1:-0.081413818005951 2:-0.12531946991475879 3:0.12381839824169945 4:0.04721086221681306 
-1.0 1:-0.2046454734470156 2:0.05761438787691817 3:0.1111662411312569 4:0.022332904662762207 
-1.0 1:-0.08383184788424376 2:-0.11909200180341764 3:0.14763807429411352 4:-0.01828491220639387 
-1.0 1:-0.3365517608135666 2:0.1310567402538842 3:-0.07494406694014713 4:-0.037200362130093464 
1.0 1:-0.220077095589936 2:0.02009675115797867 3:-0.08402635587139552 4:-0.05107874745941658 
1.0 1:-0.27595884045719 2:0.08734814193688017 3:-0.08505088100688615 4:-0.036909304745092436 
-1.0 1:0.08011771213290704 2:-0.21061070646710853 3:0.07941157903050186 4:-0.20716445581127904 
1.0 1:0.10100766794564142 2:-0.07830813263330899 3:-0.12977841121783365 4:-0.10552393316741165 
-1.0 1:0.22880511339838921 2:-0.16819322170888207 3:-0.14479049170304095 4:-0.05720240898568919 
1.0 1:0.3537648683939706 2:0.22712382077080595 3:0.11215736250834923 4:-0.1433541839785936 
-1.0 1:0.27212209923133923 2:0.14468721910782623 3:-0.05477381553350122 4:0.10526400881820604 
-1.0 1:0.04258508466919762 2:-0.22783075690762986 3:0.005390132714698379 4:0.08301962898478626 
1.0 1:0.2158277928968514 2:0.16953318795762912 3:0.03202249791206436 4:0.05320431930085913 
-1.0 1:-0.17075995327577223 2:-0.11240405607485784 3:0.18815159969803838 4:0.11776621599773786 
1.0 1:0.22922357572201682 2:0.10511505851880731 3:0.0237823483625921 4:-0.06491626377461758 
-1.0 1:-0.2869882515999393 2:0.07637420055317143 3:0.06944194360591623 4:0.1482294770830194 
-1.0 1:0.03400631787538033 2:-0.21918430581699594 3:0.009157314649978246 4:-0.02128528661208878 
-1.0 1:-0.14529761896580826 2:-0.05427245513356804 3:-0.11461159798005693 4:-0.07425836343699224 
1.0 1:0.017042858281275924 2:-0.1431191353278043 3:-0.0584306618286822 4:-0.05309926065710678 
-1.0 1:-0.25054838335519997 2:-0.0008630313200895592 3:-0.08926393792675766 4:-0.07990267492036913 
-1.0 1:0.1885144391110131 2:-0.028257019325218062 3:-0.17420453475349745 4:0.24160513336198847 
1.0 1:0.29112825943762966 2:0.15055464671437535 3:0.07375718988297701 4:0.0005003662868612677 
-1.0 1:0.1236215397592639 2:-0.23656878878705873 3:-0.14570765982840034 4:0.03951996296642165 
-1.0 1:0.2127568057725818 2:-0.2095609744407948 3:-0.21572641726235384 4:-0.03064956032450572 
-1.0 1:0.21806877987834364 2:-0.24309104918074464 3:-0.13714693689665108 4:-0.09958597833343606 
1.0 1:-0.2826175092942725 2:0.09005935998452529 3:-0.09370382286202092 4:-0.044961065138296834 
1.0 1:-0.29767700823946397 2:0.07904624671592511 3:0.030123362780593348 4:0.05492304699964469 
1.0 1:0.2486087608401775 2:0.17747388556059918 3:0.04543045424000892 4:0.1856237203168838 
1.0 1:-0.22781041251790934 2:0.03244870644284098 3:-0.07749509996167263 4:-0.06318748532034126 
-1.0 1:-0.20323949053918783 2:0.051804404136753926 3:0.10868303353919842 4:-0.011478841102839794 
1.0 1:-0.31383298018004374 2:0.11784943168046925 3:-0.08019123638396122 4:-0.00915346907080785 
1.0 1:0.2708953679222397 2:0.13468015615479806 3:0.08536867230328374 4:-0.22243012074243507 
-1.0 1:0.04050074587969695 2:-0.21832918978790428 3:0.13674633126001023 4:-0.03773725561759034 
-1.0 1:0.2371683983195753 2:0.02400842798281293 3:-0.1329279036114595 4:0.17321935512825007 
-1.0 1:-0.3254274452688206 2:0.08017986146187081 3:-0.08899164539174173 4:-0.05933812026137126 
1.0 1:0.3486025472797377 2:0.1615123866663823 3:0.043871937201329855 4:-0.20090847314262242 
-1.0 1:-0.22292484482357106 2:0.09231116241138423 3:0.07742873760004032 4:-0.011048527552430713 
-1.0 1:0.29706594206507225 2:0.2114326780576298 3:0.01445408694428978 4:0.05692659151393733 
-1.0 1:-0.25159354993166766 2:0.06842432205992958 3:-0.025512761607096528 4:-0.07412087119121127 
1.0 1:-0.2280824274148311 2:-0.009982460084750362 3:-0.0162548713281528 4:-0.022767645623929984 
-1.0 1:-0.27418368691066825 2:0.1221446017184663 3:0.02831759570921853 4:0.07478408154309081 
1.0 1:0.08285770082999737 2:-0.10570213093537012 3:-0.12118823042183235 4:-0.012909175076606438 
-1.0 1:-0.2591842299944686 2:0.06765911149852041 3:-0.016250548143101104 4:-0.04246349574585058 
-1.0 1:-0.2616563115160612 2:0.08388126481899268 3:-0.002594697000722318 4:-0.05207106654421095 
-1.0 1:-0.3405450422394817 2:0.13168058235648075 3:-0.06679934146752249 4:-0.0509682259252449 
1.0 1:0.12733633216991466 2:-0.011495662987022915 3:-0.11788326204492505 4:0.10632097011095026 
1.0 1:0.2516708429713682 2:0.08859915045970945 3:0.038787545112137826 4:0.05050777638206378 
-1.0 1:-0.06986526790792949 2:-0.1776827317919351 3:0.13264084620832228 4:-0.026385144009132167 
1.0 1:-0.28054356825752774 2:0.07610074172132457 3:0.044633199794431616 4:0.003854646623782756 
-1.0 1:-0.15939101670152553 2:-0.02692987002404442 3:0.14505124028067595 4:-0.02097634138355969 
1.0 1:0.21631602921619367 2:0.10333844064347554 3:0.016398710522578516 4:-0.047707381073625384 
-1.0 1:-0.1556188358341832 2:-0.11448107307082507 3:0.2524961753142422 4:0.14746429573982064 
1.0 1:-0.2981209397138491 2:0.06081145392640845 3:0.02933688357921801 4:-0.004592560587799249 
-1.0 1:0.06201108286101747 2:-0.23905941030361427 3:0.08691289420806313 4:-0.058188576638575455 
1.0 1:0.2448042399930531 2:0.17658068826297985 3:0.07439191457921537 4:0.18139928490835341 
1.0 1:0.2528536620411538 2:0.11418307529069478 3:0.06977126677580255 4:-0.04614741841807615 
1.0 1:-0.21818390326369153 2:-0.004056876663138932 3:-0.05221109966839922 4:-0.0019284702733288247 
1.0 1:0.3072579509120913 2:0.13367655368042444 3:0.11311005623512235 4:-0.2580463730361334 
-1.0 1:0.05656294770514352 2:-0.21082962264767224 3:0.0018237569375063167 4:-0.098449317149092 
1.0 1:-0.057593569595990275 2:-0.12272296139719858 3:-0.025145371575361397 4:0.12495024477919117 
-1.0 1:0.04119844941412021 2:-0.28399015273011524 3:0.037728924220901607 4:0.07373435771870536 
